Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,79438,945800
ADIENT PLC,G0084W101,24256,288800
ADIENT PLC,G0084W101,41693,496400
AERCAP HOLDINGS NV,N00985106,355451,6954635
AERCAP HOLDINGS NV,N00985106,83703,1637700
AERCAP HOLDINGS NV,N00985106,185281,3625143
AERCAP HOLDINGS NV,N00985106,7055,138030
ALTABA INC,021346101,161076,2431706
ALTABA INC,021346101,38611,582900
ALTABA INC,021346101,83959,1267494
AMERCO,023586100,10235,27300
AMERCO,023586100,3149,8400
AMERCO,023586100,5361,14300
APPLE INC,037833100,192987,1252184
APPLE INC,037833100,36030,233776
APPLE INC,037833100,108436,703580
APPLE INC,037833100,518,3360
CARS COM INC,14575E105,8269,310733
CARS COM INC,14575E105,2241,84233
CARS COM INC,14575E105,4083,153433
CHEMOURS CO,163851108,40797,806100
CHEMOURS CO,163851108,12612,249200
CHEMOURS CO,163851108,21747,429700
CHILDRENS PL INC,168905107,4265,36100
CHILDRENS PL INC,168905107,1311,11100
CHILDRENS PL INC,168905107,2268,19200
CLIPPER RLTY INC,18885T306,6339,591900
CLIPPER RLTY INC,18885T306,1403,131000
CLIPPER RLTY INC,18885T306,2968,277100
CNX COAL RES LP,12592V100,48080,3248638
CNX COAL RES LP,12592V100,10646,719300
CNX COAL RES LP,12592V100,22503,1520500
CONDUENT INC,206787103,53037,3384600
CONDUENT INC,206787103,14083,898700
CONDUENT INC,206787103,26274,1676700
CONSOL ENERGY INC,20854P109,207771,12265110
CONSOL ENERGY INC,20854P109,60192,3553265
CONSOL ENERGY INC,20854P109,114418,6754306
CONSOL ENERGY INC,20854P109,1497,88400
DILLARDS INC,254067101,45191,805970
DILLARDS INC,254067101,12167,217000
DILLARDS INC,254067101,23628,421400
DILLARDS INC,254067101,3119,55630
DOLLAR TREE INC,256746108,4150,47800
DOLLAR TREE INC,256746108,1276,14700
DOLLAR TREE INC,256746108,2205,25400
DSW INC,23334L102,36170,1683900
DSW INC,23334L102,10669,496700
DSW INC,23334L102,18653,868400
EXELA TECHNOLOGIES INC,30162V102,22479,4587622
EXELA TECHNOLOGIES INC,30162V102,6763,1380200
EXELA TECHNOLOGIES INC,30162V102,11842,2416807
FREDS INC,356108100,5483,851400
FREDS INC,356108100,828,128603
FREDS INC,356108100,2711,420900
GAP INC DEL,364760108,4208,142500
GAP INC DEL,364760108,1299,44000
GAP INC DEL,364760108,2244,76000
GENERAL MTRS CO,37045V100,43764,1083800
GENERAL MTRS CO,37045V100,753709,18665398
GENERAL MTRS CO,37045V100,13604,336900
GENERAL MTRS CO,37045V100,234309,5802600
GENERAL MTRS CO,37045V100,23392,579300
GENERAL MTRS CO,37045V100,402839,9976202
GENERAL MTRS CO,37045V100,4737,117300
GREEN BRICK PARTNERS INC,392709101,170199,17191821
GREEN BRICK PARTNERS INC,392709101,34321,3466793
GREEN BRICK PARTNERS INC,392709101,34255,3460054
HEWLETT PACKARD ENTERPRISE C,42824C109,5110,347400
HEWLETT PACKARD ENTERPRISE C,42824C109,62129,4223601
HEWLETT PACKARD ENTERPRISE C,42824C109,1515,103000
HEWLETT PACKARD ENTERPRISE C,42824C109,19379,1317399
HEWLETT PACKARD ENTERPRISE C,42824C109,2721,185000
HEWLETT PACKARD ENTERPRISE C,42824C109,33303,2264000
KROGER CO,501044101,3946,196700
KROGER CO,501044101,1220,60800
KROGER CO,501044101,2102,104800
MICRON TECHNOLOGY INC,595112103,107229,2726400
MICRON TECHNOLOGY INC,595112103,33139,842600
MICRON TECHNOLOGY INC,595112103,57143,1452900
MONSANTO CO NEW,61166W101,28062,234200
MONSANTO CO NEW,61166W101,3834,32000
MONSANTO CO NEW,61166W101,14223,118700
MYLAN N V,N59465109,185809,5923159
MYLAN N V,N59465109,50968,1624748
MYLAN N V,N59465109,96852,3087400
MYLAN N V,N59465109,3419,109000
PERRIGO CO PLC,G97822103,137821,1628132
PERRIGO CO PLC,G97822103,35748,422300
PERRIGO CO PLC,G97822103,72003,850600
QUORUM HEALTH CORP,74909E106,754,145625
QUORUM HEALTH CORP,74909E106,308,59375
RITE AID CORP,767754104,18813,9598289
RITE AID CORP,767754104,2013,1026900
RITE AID CORP,767754104,9120,4653100
STARS GROUP INC,85570W100,11142,545200
STARS GROUP INC,85570W100,23709,1160100
STARS GROUP INC,85570W100,46134,2257384
TECH DATA CORP,878237106,4327,48700
TECH DATA CORP,878237106,1342,15100
TECH DATA CORP,878237106,2328,26200
TEGNA INC,87901J105,18094,1357400
TEGNA INC,87901J105,4953,371600
TEGNA INC,87901J105,8944,671000
TEMPUR SEALY INTL INC,88023U101,140099,2171400
TEMPUR SEALY INTL INC,88023U101,43306,671200
TEMPUR SEALY INTL INC,88023U101,74675,1157400
VANECK VECTORS ETF TR,92189F106,108719,4735135
VANECK VECTORS ETF TR,92189F106,17028,741650
VANECK VECTORS ETF TR,92189F106,56668,2468111
VAREX IMAGING CORP,92214X106,12876,380500
VAREX IMAGING CORP,92214X106,3387,100100
VAREX IMAGING CORP,92214X106,6240,184400
VENATOR MATLS PLC,G9329Z100,20991,928800
VENATOR MATLS PLC,G9329Z100,6409,283600
VENATOR MATLS PLC,G9329Z100,11020,487600
VOYA FINL INC,929089100,133373,3343512
VOYA FINL INC,929089100,33292,834600
VOYA FINL INC,929089100,69518,1742741
