Name of Issuer,CUSIP,Value,Shares
AETNA INC NEW,00817Y108,154813,2065000
AETNA INC NEW,00817Y108,34503,460230
AETNA INC NEW,00817Y108,52120,695210
AMDOCS LTD,G02602103,69042,1486045
AMDOCS LTD,G02602103,15253,328300
AMDOCS LTD,G02602103,22668,487900
AMERICAN CAPITAL AGENCY CORP,02503X105,72576,3377208
AMERICAN CAPITAL AGENCY CORP,02503X105,16180,752900
AMERICAN CAPITAL AGENCY CORP,02503X105,23815,1108200
ANADARKO PETE CORP,032511107,121936,1438600
ANADARKO PETE CORP,032511107,27293,322000
ANADARKO PETE CORP,032511107,39786,469400
APPLE INC,037833100,701793,1307511
APPLE INC,037833100,124621,232181
APPLE INC,037833100,229936,428394
APPLE INC,037833100,13751,25620
APPLE INC,037833100,45891,85500
ASPEN INSURANCE HOLDINGS LTD,G05384105,6731,169549
ASPEN INSURANCE HOLDINGS LTD,G05384105,151,3792
ASPEN INSURANCE HOLDINGS LTD,G05384105,2275,57304
BABCOCK & WILCOX CO NEW,05615F102,85208,2566518
BABCOCK & WILCOX CO NEW,05615F102,13180,397000
BABCOCK & WILCOX CO NEW,05615F102,28757,866186
BIOFUEL ENERGY CORP,09064Y307,7881,1079638
BIOFUEL ENERGY CORP,09064Y307,1940,265748
BIOFUEL ENERGY CORP,09064Y307,602,82439
BLACKHAWK NETWORK HLDGS INC,09238E104,3416,140077
BLACKHAWK NETWORK HLDGS INC,09238E104,627,25700
BLACKHAWK NETWORK HLDGS INC,09238E104,1141,46800
BLACKHAWK NETWORK HLDGS INC,09238E104,41,1700
BP PLC,055622104,45820,952600
BP PLC,055622104,10173,211500
BP PLC,055622104,15195,315900
CHICOS FAS INC,168615102,27288,1702308
CHICOS FAS INC,168615102,6107,381000
CHICOS FAS INC,168615102,8903,555400
CIGNA CORPORATION,125509109,226206,2701618
CIGNA CORPORATION,125509109,50606,604400
CIGNA CORPORATION,125509109,75793,905212
COMPUTER SCIENCES CORP,205363104,121632,1999864
COMPUTER SCIENCES CORP,205363104,27223,447600
COMPUTER SCIENCES CORP,205363104,39687,652536
CONNS INC,208242107,82234,2116700
CONNS INC,208242107,18322,471600
CONNS INC,208242107,27650,711700
E M C CORP MASS,268648102,104328,3806200
E M C CORP MASS,268648102,23351,851900
E M C CORP MASS,268648102,34040,1241900
EINSTEIN NOAH REST GROUP INC,28257U104,80269,4876611
EINSTEIN NOAH REST GROUP INC,28257U104,12345,750000
EINSTEIN NOAH REST GROUP INC,28257U104,18219,1106858
FIFTH STREET FINANCE CORP,31678A103,11921,1260170
FIFTH STREET FINANCE CORP,31678A103,2789,294835
FIFTH STREET FINANCE CORP,31678A103,4197,443687
HATTERAS FINL CORP,41902R103,4882,258967
HATTERAS FINL CORP,41902R103,1084,57500
HATTERAS FINL CORP,41902R103,1610,85400
IAC INTERACTIVECORP,44919P508,65921,923392
IAC INTERACTIVECORP,44919P508,9231,129300
IAC INTERACTIVECORP,44919P508,22645,317200
ING U S INC,45685E106,99390,2740268
ING U S INC,45685E106,13641,376100
ING U S INC,45685E106,33550,925000
INTREXON CORP,46122T102,23826,906275
INTREXON CORP,46122T102,3312,125980
INTREXON CORP,46122T102,9116,346759
LAM RESEARCH CORP,512807108,43225,785900
LAM RESEARCH CORP,512807108,9625,175000
LAM RESEARCH CORP,512807108,14531,264200
LIBERTY GLOBAL PLC,G5480U104,33241,799067
LIBERTY GLOBAL PLC,G5480U104,7413,178209
LIBERTY GLOBAL PLC,G5480U104,11217,269642
LIBERTY GLOBAL PLC,G5480U120,81111,1992403
LIBERTY GLOBAL PLC,G5480U120,18089,444347
LIBERTY GLOBAL PLC,G5480U120,27371,672330
LORILLARD INC,544147901,41685,770800
LORILLARD INC,544147901,9302,172000
LORILLARD INC,544147901,13953,258000
MARKET VECTORS ETF TR,57060U100,130453,5527680
MARKET VECTORS ETF TR,57060U100,28569,1210550
MARKET VECTORS ETF TR,57060U100,45210,1915666
MARVELL TECHNOLOGY GROUP LTD,G5876H105,392008,24889388
MARVELL TECHNOLOGY GROUP LTD,G5876H105,99625,6325400
MARVELL TECHNOLOGY GROUP LTD,G5876H105,125629,7976440
MARVELL TECHNOLOGY GROUP LTD,G5876H105,3750,238100
MCDERMOTT INTL INC,580037109,70428,9006200
MCDERMOTT INTL INC,580037109,15696,2007200
MCDERMOTT INTL INC,580037109,23711,3032100
MICRON TECHNOLOGY INC,595112103,665811,28140793
MICRON TECHNOLOGY INC,595112103,148374,6271100
MICRON TECHNOLOGY INC,595112103,224141,9473400
MICRON TECHNOLOGY INC,595112103,2816,119000
NATIONAL OILWELL VARCO INC,637071101,61463,789300
NATIONAL OILWELL VARCO INC,637071101,13651,175300
NATIONAL OILWELL VARCO INC,637071101,20277,260400
NOKIA CORP,654902204,16573,2257900
NOKIA CORP,654902204,3710,505400
NOKIA CORP,654902204,5407,736700
OIL STS INTL INC,678026105,171456,1738900
OIL STS INTL INC,678026105,38355,389000
OIL STS INTL INC,678026105,61339,622100
