Name of Issuer,CUSIP,Value,Shares
AECOM,00766T100,121820,3952635
AECOM,00766T100,26753,868025
AECOM,00766T100,53530,1736844
AERCAP HOLDINGS NV,N00985106,144931,3320300
AERCAP HOLDINGS NV,N00985106,31197,714700
AERCAP HOLDINGS NV,N00985106,64659,1481300
AERCAP HOLDINGS NV,N00985106,2859,65500
APPLE INC,037833100,601340,4832759
APPLE INC,037833100,70287,564872
APPLE INC,037833100,246794,1983400
APPLE INC,037833100,6986,56140
BANK NEW YORK MELLON CORP,064058100,8008,199001
BANK NEW YORK MELLON CORP,064058100,1706,42400
BANK NEW YORK MELLON CORP,064058100,3601,89500
CHICAGO BRIDGE & IRON CO N V,167250109,199151,4042857
CHICAGO BRIDGE & IRON CO N V,167250109,42570,864200
CHICAGO BRIDGE & IRON CO N V,167250109,90865,1844600
CITIZENS FINL GROUP INC,174610105,183053,7586100
CITIZENS FINL GROUP INC,174610105,39009,1616600
CITIZENS FINL GROUP INC,174610105,82271,3409500
CIVEO CORP,178787107,16964,6678807
CIVEO CORP,178787107,3852,1516522
CIVEO CORP,178787107,6258,2463600
CONNS INC,208242107,63028,2081500
CONNS INC,208242107,15255,503800
CONNS INC,208242107,27697,914700
CONNS INC,208242107,1908,63000
CONSOL ENERGY INC,20854P109,341364,12239670
CONSOL ENERGY INC,20854P109,73295,2628000
CONSOL ENERGY INC,20854P109,155715,5583200
CONSOL ENERGY INC,20854P109,3687,132200
E M C CORP MASS,268648102,64577,2526500
E M C CORP MASS,268648102,13774,538900
E M C CORP MASS,268648102,29466,1152800
FCB FINL HLDGS INC,30255G103,9536,348422
FCB FINL HLDGS INC,30255G103,2162,78975
FCB FINL HLDGS INC,30255G103,3356,122603
FIFTH STR ASSET MGMT INC,31679P109,4361,387000
FIFTH STR ASSET MGMT INC,31679P109,970,86100
FIFTH STR ASSET MGMT INC,31679P109,1419,125900
GENERAL MTRS CO,37045V100,213562,5694986
GENERAL MTRS CO,37045V100,45506,1213500
GENERAL MTRS CO,37045V100,95981,2559500
GREEN BRICK PARTNERS INC,392709101,92262,11149501
GREEN BRICK PARTNERS INC,392709101,18605,2248337
GREEN BRICK PARTNERS INC,392709101,18569,2243967
HALYARD HEALTH INC,40650V100,21078,428421
HALYARD HEALTH INC,40650V100,4497,91400
HALYARD HEALTH INC,40650V100,9604,195200
IAC INTERACTIVECORP,44919P508,103338,1531612
IAC INTERACTIVECORP,44919P508,22446,332681
IAC INTERACTIVECORP,44919P508,45906,680396
INGRAM MICRO INC,457153104,16794,668552
INGRAM MICRO INC,457153104,3580,142500
INGRAM MICRO INC,457153104,7544,300300
KAPSTONE PAPER & PACKAGING C,48562P103,28259,860498
KAPSTONE PAPER & PACKAGING C,48562P103,6066,184700
KAPSTONE PAPER & PACKAGING C,48562P103,11980,364800
KEYSIGHT TECHNOLOGIES INC,49338L103,99478,2677746
KEYSIGHT TECHNOLOGIES INC,49338L103,21254,572100
KEYSIGHT TECHNOLOGIES INC,49338L103,43711,1176600
LAM RESEARCH CORP,512807108,69968,996200
LAM RESEARCH CORP,512807108,15051,214300
LAM RESEARCH CORP,512807108,31219,444500
LIBERTY GLOBAL PLC,G5480U104,38215,742467
LIBERTY GLOBAL PLC,G5480U104,5132,99709
LIBERTY GLOBAL PLC,G5480U104,16792,326242
LIBERTY GLOBAL PLC,G5480U120,92213,1851303
LIBERTY GLOBAL PLC,G5480U120,22133,444347
LIBERTY GLOBAL PLC,G5480U120,40517,813430
LIFE TIME FITNESS INC,53217R207,77487,1091985
LIFE TIME FITNESS INC,53217R207,16981,239300
LIFE TIME FITNESS INC,53217R207,34047,479800
MACYS INC,55616P104,65592,1010500
MACYS INC,55616P104,13975,215300
MACYS INC,55616P104,29482,454200
MARKET VECTORS ETF TR,57060U100,94320,5171080
MARKET VECTORS ETF TR,57060U100,19598,1074450
MARKET VECTORS ETF TR,57060U100,41446,2272266
MARVELL TECHNOLOGY GROUP LTD,G5876H105,84570,5753078
MARVELL TECHNOLOGY GROUP LTD,G5876H105,20781,1413700
MARVELL TECHNOLOGY GROUP LTD,G5876H105,26873,1828086
MARVELL TECHNOLOGY GROUP LTD,G5876H105,794,54000
MICRON TECHNOLOGY INC,595112103,543947,20049646
MICRON TECHNOLOGY INC,595112103,116339,4288200
MICRON TECHNOLOGY INC,595112103,246245,9076500
MICRON TECHNOLOGY INC,595112103,3668,135200
NOKIA CORP,654902204,24644,3251200
NOKIA CORP,654902204,7252,956700
NOKIA CORP,654902204,16995,2242100
NORTHSTAR ASSET MGMT GROUP I,66705Y104,44575,1909799
NORTHSTAR ASSET MGMT GROUP I,66705Y104,9579,410400
NORTHSTAR ASSET MGMT GROUP I,66705Y104,19955,854950
OIL STS INTL INC,678026105,7188,180728
OIL STS INTL INC,678026105,875,22000
OIL STS INTL INC,678026105,2478,62300
ON SEMICONDUCTOR CORP,682189105,127868,10558900
ON SEMICONDUCTOR CORP,682189105,28239,2331900
ON SEMICONDUCTOR CORP,682189105,56187,4639700
SANTANDER CONSUMER USA HDG I,80283M101,30197,1304951
SANTANDER CONSUMER USA HDG I,80283M101,6433,278000
SANTANDER CONSUMER USA HDG I,80283M101,13636,589300
SCIENTIFIC GAMES CORP,80874P109,12816,1224100
SCIENTIFIC GAMES CORP,80874P109,2731,260800
SCIENTIFIC GAMES CORP,80874P109,5760,550100
SPIRIT AEROSYSTEMS HLDGS INC,848574109,72380,1386326
SPIRIT AEROSYSTEMS HLDGS INC,848574109,10891,208600
SPIRIT AEROSYSTEMS HLDGS INC,848574109,31806,609200
SUNEDISON INC,86732Y109,354499,14770788
SUNEDISON INC,86732Y109,77933,3247200
SUNEDISON INC,86732Y109,163414,6808900
SUNEDISON INC,86732Y109,3048,127000
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,41963,1625200
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,9029,349700
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,18722,725100
TAKE-TWO INTERACTIVE SOFTWAR,874054109,72753,2858100
TAKE-TWO INTERACTIVE SOFTWAR,874054109,15031,590500
TAKE-TWO INTERACTIVE SOFTWAR,874054109,31971,1256000
TIME INC NEW,887228104,9946,443209
TIME INC NEW,887228104,2123,94600
TIME INC NEW,887228104,4537,202191
TIME WARNER INC,887317303,192886,2284300
TIME WARNER INC,887317303,41409,490400
TIME WARNER INC,887317303,84752,1003700
TRI POINTE HOMES INC,87265H109,44057,2855261
TRI POINTE HOMES INC,87265H109,10343,670300
TRI POINTE HOMES INC,87265H109,19450,1260500
VODAFONE GROUP PLC NEW,92857W308,12611,385880
VODAFONE GROUP PLC NEW,92857W308,186,5699
VODAFONE GROUP PLC NEW,92857W308,8095,247715
VOYA FINL INC,929089100,153224,3554268
VOYA FINL INC,929089100,32652,757400
VOYA FINL INC,929089100,68864,1597400
YAHOO INC,984332106,53962,1214400
YAHOO INC,984332106,12304,276900
YAHOO INC,984332106,23715,533700
