Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,21848,555800
ADIENT PLC,G0084W101,9870,251079
ADIENT PLC,G0084W101,13067,332400
AERCAP HOLDINGS NV,N00985106,105701,1837643
AERCAP HOLDINGS NV,N00985106,48057,835492
AERCAP HOLDINGS NV,N00985106,64224,1116543
ALTABA INC,021346101,47885,702958
ALTABA INC,021346101,22119,324700
ALTABA INC,021346101,30309,444940
ALTICE USA INC,02156K103,25745,1419219
ALTICE USA INC,02156K103,11608,639900
ALTICE USA INC,02156K103,15308,843900
BRIGHTHOUSE FINL INC,10922N103,251236,5678937
BRIGHTHOUSE FINL INC,10922N103,106210,2400763
BRIGHTHOUSE FINL INC,10922N103,153084,3460300
BRIGHTHOUSE FINL INC,10922N103,1770,40000
CNX RESOURCES CORPORATION,12653C108,15501,1083229
CNX RESOURCES CORPORATION,12653C108,15799,1104065
CNX RESOURCES CORPORATION,12653C108,18397,1285606
CNX RESOURCES CORPORATION,12653C108,388,27100
CONSOL COAL RES LP,20855T100,53196,2963538
CONSOL COAL RES LP,20855T100,12911,719300
CONSOL COAL RES LP,20855T100,32411,1805600
ENSCO PLC,G3157S106,81682,9678000
ENSCO PLC,G3157S106,37350,4425300
ENSCO PLC,G3157S106,49768,5896700
EXELA TECHNOLOGIES INC,30162V102,31033,4352522
EXELA TECHNOLOGIES INC,30162V102,9841,1380200
EXELA TECHNOLOGIES INC,30162V102,18908,2651907
GENERAL MTRS CO,37045V100,244395,7258526
GENERAL MTRS CO,37045V100,109411,3249515
GENERAL MTRS CO,37045V100,145448,4319802
GENERAL MTRS CO,37045V100,1791,53200
GREEN BRICK PARTNERS INC,392709101,129611,12832821
GREEN BRICK PARTNERS INC,392709101,35015,3466793
GREEN BRICK PARTNERS INC,392709101,78972,7819054
IAC INTERACTIVECORP,44919P508,46638,215200
IAC INTERACTIVECORP,44919P508,19841,91550
IAC INTERACTIVECORP,44919P508,27827,128400
MEDICINES CO,584688105,13615,455200
MEDICINES CO,584688105,6496,217200
MEDICINES CO,584688105,8267,276400
MICHAEL KORS HLDGS LTD,G60754101,1522,22200
MICHAEL KORS HLDGS LTD,G60754101,939,13700
MICHAEL KORS HLDGS LTD,G60754101,912,13300
PERRIGO CO PLC,G97822103,7609,107473
PERRIGO CO PLC,G97822103,3436,48528
PERRIGO CO PLC,G97822103,4531,64000
SEADRILL LTD,G7998G106,12613,509009
SEADRILL LTD,G7998G106,5826,235091
SEADRILL LTD,G7998G106,7501,302700
SHERWIN WILLIAMS CO,824348106,1662,3650
SHERWIN WILLIAMS CO,824348106,1029,2260
SHERWIN WILLIAMS CO,824348106,997,2190
TEMPUR SEALY INTL INC,88023U101,20012,378300
TEMPUR SEALY INTL INC,88023U101,9152,173000
TEMPUR SEALY INTL INC,88023U101,12188,230400
TRACTOR SUPPLY CO,892356106,1827,20100
TRACTOR SUPPLY CO,892356106,1127,12400
TRACTOR SUPPLY CO,892356106,1091,12000
VOYA FINL INC,929089100,49820,1003012
VOYA FINL INC,929089100,22302,449000
VOYA FINL INC,929089100,29655,597041
