Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,32657,1345587
ADIENT PLC,G0084W101,20557,847000
AERCAP HOLDINGS NV,N00985106,7281,140000
AERCAP HOLDINGS NV,N00985106,66055,1270043
AERCAP HOLDINGS NV,N00985106,107818,2073026
ALTICE USA INC,02156K103,29356,1205600
ALTICE USA INC,02156K103,48265,1982140
BRIGHTHOUSE FINL INC,10922N103,26852,731863
BRIGHTHOUSE FINL INC,10922N103,33329,908400
BRIGHTHOUSE FINL INC,10922N103,1405,38300
BRIGHTHOUSE FINL INC,10922N103,59223,1614156
CARS COM INC,14575E105,1560,79100
CARS COM INC,14575E105,2560,129800
CHEMOURS CO,163851108,7200,300000
CHEMOURS CO,163851108,31327,1305300
CHEMOURS CO,163851108,50797,2116523
CNX RESOURCES CORPORATION,12653C108,16212,2217806
CNX RESOURCES CORPORATION,12653C108,128,17500
CNX RESOURCES CORPORATION,12653C108,26659,3646955
CONSOL COAL RES LP,20855T100,11991,719300
CONSOL COAL RES LP,20855T100,30099,1805600
CONSOL COAL RES LP,20855T100,49402,2963538
CONSOL ENERGY INC NEW,20854L108,107,4017
CONSOL ENERGY INC NEW,20854L108,7056,265174
CONSOL ENERGY INC NEW,20854L108,10849,407691
DILLARDS INC,254067101,9435,151500
DILLARDS INC,254067101,15477,248500
ECHOSTAR CORP,278768106,16270,367100
ECHOSTAR CORP,278768106,9972,225000
ENSCO ROWAN PLC,G3166L100,4400,515800
ENSCO ROWAN PLC,G3166L100,7220,846400
EXELA TECHNOLOGIES INC,30162V102,3023,1380200
EXELA TECHNOLOGIES INC,30162V102,5515,2518107
EXELA TECHNOLOGIES INC,30162V102,9033,4124621
GENERAL MTRS CO,37045V100,7398,192000
GENERAL MTRS CO,37045V100,83737,2173302
GENERAL MTRS CO,37045V100,1664,43200
GENERAL MTRS CO,37045V100,133013,3452200
GREEN BRICK PARTNERS INC,392709101,28809,3466793
GREEN BRICK PARTNERS INC,392709101,64976,7819054
GREEN BRICK PARTNERS INC,392709101,106641,12832821
HILTON GRAND VACATIONS INC,43283X105,10447,328300
HILTON GRAND VACATIONS INC,43283X105,17176,539800
KAR AUCTION SVCS INC,48238T109,13576,543043
KAR AUCTION SVCS INC,48238T109,8549,341957
MEDICINES CO,584688105,10080,276400
MEDICINES CO,584688105,16601,455200
SCIENTIFIC GAMES CORP,80874P109,230,11600
SCIENTIFIC GAMES CORP,80874P109,11357,573000
SCIENTIFIC GAMES CORP,80874P109,18040,910178
TEEKAY LNG PARTNERS L P,Y8564M105,670,47500
TEEKAY LNG PARTNERS L P,Y8564M105,4305,305300
TEEKAY LNG PARTNERS L P,Y8564M105,7000,496474
TEMPUR SEALY INTL INC,88023U101,13258,180700
TEMPUR SEALY INTL INC,88023U101,21375,291325
VOYA FINL INC,929089100,10839,196005
VOYA FINL INC,929089100,6605,119441
