Name of Issuer,CUSIP,Value,Shares
AECOM,00766T100,57810,1925067
AECOM,00766T100,12745,424425
AECOM,00766T100,26583,885214
AERCAP HOLDINGS NV,N00985106,185561,4299374
AERCAP HOLDINGS NV,N00985106,40963,949100
AERCAP HOLDINGS NV,N00985106,86062,1994026
AERCAP HOLDINGS NV,N00985106,5394,124980
ALLERGAN PLC,G0177J108,76250,244000
ALLERGAN PLC,G0177J108,16813,53800
ALLERGAN PLC,G0177J108,35063,112200
AMERICAN CAPITAL AGENCY CORP,02503X105,15994,922400
AMERICAN CAPITAL AGENCY CORP,02503X105,3530,203600
AMERICAN CAPITAL AGENCY CORP,02503X105,7352,424000
APPLE INC,037833100,400672,3806498
APPLE INC,037833100,81363,772976
APPLE INC,037833100,174972,1662280
APPLE INC,037833100,4528,43020
AVANGRID INC,05351W103,120307,3133000
AVANGRID INC,05351W103,26166,681400
AVANGRID INC,05351W103,55127,1435600
BAXTER INTL INC,071813109,11407,299000
BAXTER INTL INC,071813109,2529,66300
BAXTER INTL INC,071813109,5272,138200
CHEMOURS CO,163851108,10899,2033400
CHEMOURS CO,163851108,2379,443900
CHEMOURS CO,163851108,4946,922700
CHICAGO BRIDGE & IRON CO N V,167250109,79259,2032802
CHICAGO BRIDGE & IRON CO N V,167250109,17444,447400
CHICAGO BRIDGE & IRON CO N V,167250109,36749,942528
CHICAGO BRIDGE & IRON CO N V,167250109,1076,27600
CIGNA CORPORATION,125509109,32661,223200
CIGNA CORPORATION,125509109,7214,49300
CIGNA CORPORATION,125509109,14999,102500
CNX COAL RES LP,12592V100,30115,3248638
CNX COAL RES LP,12592V100,6668,719300
CNX COAL RES LP,12592V100,14095,1520500
CONSOL ENERGY INC,20854P109,137853,17449716
CONSOL ENERGY INC,20854P109,30523,3863700
CONSOL ENERGY INC,20854P109,64520,8167149
CONSOL ENERGY INC,20854P109,1019,129000
DILLARDS INC,254067101,66576,1013172
DILLARDS INC,254067101,14647,222900
DILLARDS INC,254067101,30930,470700
DILLARDS INC,254067101,2419,36810
DSW INC,23334L102,49595,2078600
DSW INC,23334L102,10992,460700
DSW INC,23334L102,22922,960700
E M C CORP MASS,268648102,30184,1175400
E M C CORP MASS,268648102,6659,259300
E M C CORP MASS,268648102,13875,540300
FIFTH STR ASSET MGMT INC,31679P109,1242,380986
FIFTH STR ASSET MGMT INC,31679P109,276,84800
FIFTH STR ASSET MGMT INC,31679P109,410,125900
GARMIN LTD,H2906T109,18368,494168
GARMIN LTD,H2906T109,4063,109300
GARMIN LTD,H2906T109,8504,228800
GENERAL MTRS CO,37045V100,280410,8244916
GENERAL MTRS CO,37045V100,61857,1818800
GENERAL MTRS CO,37045V100,128864,3789002
GENERAL MTRS CO,37045V100,2418,71100
GREEN BRICK PARTNERS INC,392709101,123781,17191821
GREEN BRICK PARTNERS INC,392709101,24961,3466793
GREEN BRICK PARTNERS INC,392709101,24912,3460054
HUMANA INC,444859102,38237,214200
HUMANA INC,444859102,8444,47300
HUMANA INC,444859102,17583,98500
IAC INTERACTIVECORP,44919P508,89350,1487923
IAC INTERACTIVECORP,44919P508,19713,328281
IAC INTERACTIVECORP,44919P508,41062,683796
INGRAM MICRO INC,457153104,22080,726804
INGRAM MICRO INC,457153104,4706,154900
INGRAM MICRO INC,457153104,9919,326500
LIBERTY GLOBAL PLC,G5480U138,583,14103
LIBERTY GLOBAL PLC,G5480U138,349,8434
