Name of Issuer,CUSIP,Value,Shares
LIBERTY GLOBAL PLC,G5480U120,18227,444347
LIBERTY GLOBAL PLC,G5480U120,34851,849615
MARKET VECTORS ETF TR,57060U100,69607,5066035
MARKET VECTORS ETF TR,57060U100,15363,1118150
MARKET VECTORS ETF TR,57060U100,32064,2333611
MICHAEL KORS HLDGS LTD,G60754101,175482,4154400
MICHAEL KORS HLDGS LTD,G60754101,38730,916900
MICHAEL KORS HLDGS LTD,G60754101,80835,1913700
MICHAEL KORS HLDGS LTD,G60754101,2479,58700
MICRON TECHNOLOGY INC,595112103,109621,7317848
MICRON TECHNOLOGY INC,595112103,24197,1615300
MICRON TECHNOLOGY INC,595112103,50838,3393732
MICRON TECHNOLOGY INC,595112103,676,45100
OIL STS INTL INC,678026105,4722,180728
OIL STS INTL INC,678026105,575,22000
OIL STS INTL INC,678026105,1628,62300
ON SEMICONDUCTOR CORP,682189105,97316,10352730
ON SEMICONDUCTOR CORP,682189105,19806,2107000
ON SEMICONDUCTOR CORP,682189105,45551,4845870
OWENS ILL INC,690768403,57276,2764300
OWENS ILL INC,690768403,12681,612000
OWENS ILL INC,690768403,26805,1293700
SANTANDER CONSUMER USA HDG I,80283M101,46302,2267480
SANTANDER CONSUMER USA HDG I,80283M101,10200,499500
SANTANDER CONSUMER USA HDG I,80283M101,21568,1056200
SCIENTIFIC GAMES CORP,80874P109,12792,1224100
SCIENTIFIC GAMES CORP,80874P109,2725,260800
SCIENTIFIC GAMES CORP,80874P109,5749,550100
SUNEDISON INC,86732Y109,77276,10762626
SUNEDISON INC,86732Y109,17069,2377300
SUNEDISON INC,86732Y109,37738,5256047
SUNEDISON INC,86732Y109,1503,209400
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,11943,1133142
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,2563,243200
SUNEDISON SEMICONDUCTOR LTD,Y8213L102,5375,510000
TAKE-TWO INTERACTIVE SOFTWAR,874054109,71125,2475624
TAKE-TWO INTERACTIVE SOFTWAR,874054109,15052,523900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,33292,1158782
TERRAFORM GLOBAL INC,88104M101,7491,1124700
TERRAFORM GLOBAL INC,88104M101,1658,249000
TERRAFORM GLOBAL INC,88104M101,3505,526300
TIME WARNER INC,887317303,154499,2247265
TIME WARNER INC,887317303,34100,496000
TIME WARNER INC,887317303,71166,1035135
TIME WARNER INC,887317303,2496,36300
TRI POINTE GROUP INC,87265H109,37375,2855261
TRI POINTE GROUP INC,87265H109,8774,670300
TRI POINTE GROUP INC,87265H109,16500,1260500
TWENTY FIRST CENTY FOX INC,90130A101,51483,1908200
TWENTY FIRST CENTY FOX INC,90130A101,11248,416900
TWENTY FIRST CENTY FOX INC,90130A101,23605,874900
UIL HLDG CORP,902748102,157496,3133000
UIL HLDG CORP,902748102,34254,681400
UIL HLDG CORP,902748102,72168,1435600
VIVINT SOLAR INC,92854Q106,185,17700
VIVINT SOLAR INC,92854Q106,42,4000
VIVINT SOLAR INC,92854Q106,87,8300
VODAFONE GROUP PLC NEW,92857W308,14466,455765
VODAFONE GROUP PLC NEW,92857W308,1222,38499
VODAFONE GROUP PLC NEW,92857W308,12538,395030
VOYA FINL INC,929089100,84121,2169740
VOYA FINL INC,929089100,18420,475100
VOYA FINL INC,929089100,38946,1004541
YAHOO INC,984332106,35108,1214400
YAHOO INC,984332106,8005,276900
YAHOO INC,984332106,15429,533700
