Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,19447,847000
ADIENT PLC,G0084W101,30895,1345587
ADIENT PLC,G0084W101,7393,322000
AERCAP HOLDINGS NV,N00985106,7665,140000
AERCAP HOLDINGS NV,N00985106,69535,1270043
AERCAP HOLDINGS NV,N00985106,113498,2073026
ALTICE USA INC,02156K103,34577,1205600
ALTICE USA INC,02156K103,56848,1982140
BRIGHTHOUSE FINL INC,10922N103,29618,731863
BRIGHTHOUSE FINL INC,10922N103,46313,1144378
BRIGHTHOUSE FINL INC,10922N103,1550,38300
BRIGHTHOUSE FINL INC,10922N103,67158,1659459
CHEMOURS CO,163851108,28823,1929258
CHEMOURS CO,163851108,26769,1791800
CHEMOURS CO,163851108,41269,2762283
CNX RESOURCES CORPORATION,12653C108,16101,2217806
CNX RESOURCES CORPORATION,12653C108,127,17500
CNX RESOURCES CORPORATION,12653C108,26477,3646955
CONSOL COAL RES LP,20855T100,9711,719300
CONSOL COAL RES LP,20855T100,24376,1805600
CONSOL COAL RES LP,20855T100,40008,2963538
CONSOL ENERGY INC NEW,20854L108,63,4017
CONSOL ENERGY INC NEW,20854L108,4145,265174
CONSOL ENERGY INC NEW,20854L108,6372,407691
DILLARDS INC,254067101,7556,114300
DILLARDS INC,254067101,12090,182870
ECHOSTAR CORP,278768106,14545,367100
ECHOSTAR CORP,278768106,8915,225000
EXELA TECHNOLOGIES INC,30162V102,1629,1380200
EXELA TECHNOLOGIES INC,30162V102,2971,2518107
EXELA TECHNOLOGIES INC,30162V102,4867,4124621
GENERAL MTRS CO,37045V100,18215,486000
GENERAL MTRS CO,37045V100,81455,2173302
GENERAL MTRS CO,37045V100,1619,43200
GENERAL MTRS CO,37045V100,129388,3452200
GREEN BRICK PARTNERS INC,392709101,37095,3466793
GREEN BRICK PARTNERS INC,392709101,83664,7819054
GREEN BRICK PARTNERS INC,392709101,137311,12832821
MEDICINES CO,584688105,13820,276400
MEDICINES CO,584688105,22760,455200
NEUBASE THERAPEUTICS INC,64132K102,4777,957331
NEUBASE THERAPEUTICS INC,64132K102,2900,581131
SCIENTIFIC GAMES CORP,80874P109,236,11600
SCIENTIFIC GAMES CORP,80874P109,11661,573000
SCIENTIFIC GAMES CORP,80874P109,18522,910178
TEEKAY LNG PARTNERS L P,Y8564M105,648,47500
TEEKAY LNG PARTNERS L P,Y8564M105,4167,305300
TEEKAY LNG PARTNERS L P,Y8564M105,6777,496474
TEMPUR SEALY INTL INC,88023U101,13950,180700
TEMPUR SEALY INTL INC,88023U101,22490,291325
VOYA FINL INC,929089100,10671,196005
VOYA FINL INC,929089100,6502,119441
