Name of Issuer,CUSIP,Value,Shares
AECOM TECHNOLOGY CORP DELAWA,00766T100,65732,1947600
AECOM TECHNOLOGY CORP DELAWA,00766T100,14921,442100
AECOM TECHNOLOGY CORP DELAWA,00766T100,21948,650300
AERCAP HOLDINGS NV,N00985106,58692,1435000
AERCAP HOLDINGS NV,N00985106,13100,320300
AERCAP HOLDINGS NV,N00985106,19211,469700
AETNA INC NEW,00817Y108,158513,1956948
AETNA INC NEW,00817Y108,31803,392630
AETNA INC NEW,00817Y108,53428,659610
AMDOCS LTD,G02602103,68180,1486045
AMDOCS LTD,G02602103,15062,328300
AMDOCS LTD,G02602103,22385,487900
AMERICAN CAPITAL AGENCY CORP,02503X105,77563,3650008
AMERICAN CAPITAL AGENCY CORP,02503X105,17383,818000
AMERICAN CAPITAL AGENCY CORP,02503X105,25931,1220300
ANADARKO PETE CORP,032511107,72834,718000
ANADARKO PETE CORP,032511107,16281,160500
ANADARKO PETE CORP,032511107,23991,236500
APPLE INC,037833100,637814,6330659
APPLE INC,037833100,73441,728943
APPLE INC,037833100,205862,2043300
APPLE INC,037833100,6966,69140
BABCOCK & WILCOX CO NEW,05615F102,27489,992756
BABCOCK & WILCOX CO NEW,05615F102,9273,334886
BIOFUEL ENERGY CORP,09064Y307,6888,1079641
BIOFUEL ENERGY CORP,09064Y307,1695,265747
BIOFUEL ENERGY CORP,09064Y307,526,82441
BIOFUEL ENERGY CORP,09064Y117,5137,1783543
BIOFUEL ENERGY CORP,09064Y117,765,265747
BIOFUEL ENERGY CORP,09064Y117,459,159497
BP PLC,055622104,59695,1358239
BP PLC,055622104,11181,254400
BP PLC,055622104,19799,450500
CHEMTURA CORP,163893209,58801,2520400
CHEMTURA CORP,163893209,13424,575400
CHEMTURA CORP,163893209,19928,854200
CIGNA CORPORATION,125509109,124417,1371888
CIGNA CORPORATION,125509109,21494,237000
CIGNA CORPORATION,125509109,42163,464912
CITIZENS FINL GROUP INC,174610105,120222,5133300
CITIZENS FINL GROUP INC,174610105,26942,1150400
CITIZENS FINL GROUP INC,174610105,40196,1716300
CIVEO CORP,178787107,45315,3903078
CIVEO CORP,178787107,10097,869722
CIVEO CORP,178787107,16040,1381600
COLONY FINL INC,19624R106,12566,561469
COLONY FINL INC,19624R106,2833,126600
COLONY FINL INC,19624R106,4196,187500
CONNS INC,208242107,68223,2253800
CONNS INC,208242107,15250,503800
CONNS INC,208242107,22472,742400
CONNS INC,208242107,1907,63000
CONSOL ENERGY INC,20854P109,118430,3128100
CONSOL ENERGY INC,20854P109,26540,701000
CONSOL ENERGY INC,20854P109,39598,1045900
E M C CORP MASS,268648102,111369,3806200
E M C CORP MASS,268648102,21421,732100
E M C CORP MASS,268648102,36338,1241900
EINSTEIN NOAH REST GROUP INC,28257U104,98312,4876611
EINSTEIN NOAH REST GROUP INC,28257U104,15120,750000
EINSTEIN NOAH REST GROUP INC,28257U104,22314,1106858
FCB FINL HLDGS INC,30255G103,18823,853215
FCB FINL HLDGS INC,30255G103,4266,193375
FCB FINL HLDGS INC,30255G103,6627,300403
FIFTH STREET FINANCE CORP,31678A103,11568,1260170
FIFTH STREET FINANCE CORP,31678A103,2707,294835
FIFTH STREET FINANCE CORP,31678A103,4073,443687
IAC INTERACTIVECORP,44919P508,126439,1918653
IAC INTERACTIVECORP,44919P508,28705,435581
IAC INTERACTIVECORP,44919P508,42222,640696
INTERPUBLIC GROUP COS INC,460690100,29222,1595100
INTERPUBLIC GROUP COS INC,460690100,5360,292600
INTERPUBLIC GROUP COS INC,460690100,9906,540700
INTREXON CORP,46122T102,2405,129439
INTREXON CORP,46122T102,336,18080
INTREXON CORP,46122T102,925,49759
KENNAMETAL INC,489170100,15480,374716
KENNAMETAL INC,489170100,3466,83900
KENNAMETAL INC,489170100,5180,125400
LAM RESEARCH CORP,512807108,127102,1701500
LAM RESEARCH CORP,512807108,28154,376900
LAM RESEARCH CORP,512807108,41952,561600
LIBERTY GLOBAL PLC,G5480U104,33992,799067
LIBERTY GLOBAL PLC,G5480U104,7581,178209
LIBERTY GLOBAL PLC,G5480U104,11471,269642
LIBERTY GLOBAL PLC,G5480U120,81708,1992403
LIBERTY GLOBAL PLC,G5480U120,18223,444347
LIBERTY GLOBAL PLC,G5480U120,27572,672330
MARKET VECTORS ETF TR,57060U100,88783,4156521
MARKET VECTORS ETF TR,57060U100,22950,1074450
MARKET VECTORS ETF TR,57060U100,23247,1088337
MARVELL TECHNOLOGY GROUP LTD,G5876H105,224441,16649948
MARVELL TECHNOLOGY GROUP LTD,G5876H105,58595,4346800
MARVELL TECHNOLOGY GROUP LTD,G5876H105,70400,5222540
MARVELL TECHNOLOGY GROUP LTD,G5876H105,2215,164300
MCDERMOTT INTL INC,580037109,12039,2104764
MCDERMOTT INTL INC,580037109,4051,708300
MICRON TECHNOLOGY INC,595112103,681061,19879193
MICRON TECHNOLOGY INC,595112103,132692,3873100
MICRON TECHNOLOGY INC,595112103,227414,6637900
MICRON TECHNOLOGY INC,595112103,2892,84400
NATIONAL OILWELL VARCO INC,637071101,108500,1425762
NATIONAL OILWELL VARCO INC,637071101,24322,319600
NATIONAL OILWELL VARCO INC,637071101,36284,476800
NOKIA CORP,654902204,42275,4997100
NOKIA CORP,654902204,9652,1140900
NOKIA CORP,654902204,14330,1693800
NORTHSTAR ASSET MGMT GROUP I,66705Y104,53571,2908324
NORTHSTAR ASSET MGMT GROUP I,66705Y104,12161,660200
NORTHSTAR ASSET MGMT GROUP I,66705Y104,17887,971050
OIL STS INTL INC,678026105,105663,1706988
OIL STS INTL INC,678026105,23695,382800
OIL STS INTL INC,678026105,37815,610900
ON SEMICONDUCTOR CORP,682189105,86042,9624400
ON SEMICONDUCTOR CORP,682189105,19288,2157500
ON SEMICONDUCTOR CORP,682189105,28770,3218100
SPIRIT AEROSYSTEMS HLDGS INC,848574109,56931,1495826
SPIRIT AEROSYSTEMS HLDGS INC,848574109,11441,300600
SPIRIT AEROSYSTEMS HLDGS INC,848574109,19019,499700
SUNEDISON INC,86732Y109,259234,13730588
SUNEDISON INC,86732Y109,54471,2885100
SUNEDISON INC,86732Y109,85557,4531600
SUNEDISON INC,86732Y109,2398,127000
SYNCHRONY FINL,87165B103,33130,1349500
SYNCHRONY FINL,87165B103,7564,308100
SYNCHRONY FINL,87165B103,11229,457400
TAKE-TWO INTERACTIVE SOFTWAR,874054109,71007,3077900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,13623,590500
TAKE-TWO INTERACTIVE SOFTWAR,874054109,23905,1036200
TALMER BANCORP INC,87482X101,12963,937315
TALMER BANCORP INC,87482X101,5525,399513
TIME INC NEW,887228104,66508,2838591
TIME INC NEW,887228104,14885,635300
TIME INC NEW,887228104,22076,942200
URS CORP NEW,903236107,71136,1234779
URS CORP NEW,903236107,15918,276300
URS CORP NEW,903236107,23205,402800
VODAFONE GROUP PLC NEW,92857W308,17418,529580
VODAFONE GROUP PLC NEW,92857W308,3809,115799
VODAFONE GROUP PLC NEW,92857W308,3421,104015
VOYA FINL INC,929089100,107144,2740268
VOYA FINL INC,929089100,14706,376100
VOYA FINL INC,929089100,36168,925000
