Name of Issuer,CUSIP,Value,Shares
AECOM,00766T100,57096,1797167
AECOM,00766T100,13392,421525
AECOM,00766T100,27037,851014
AERCAP HOLDINGS NV,N00985106,220043,6550852
AERCAP HOLDINGS NV,N00985106,51614,1536600
AERCAP HOLDINGS NV,N00985106,104190,3101826
AERCAP HOLDINGS NV,N00985106,6954,207030
AMAYA INC,02314M108,35440,2311584
AMAYA INC,02314M108,8359,545200
AMAYA INC,02314M108,16955,1105900
AMERCO,023586100,17337,46287
AMERCO,023586100,4008,10700
AMERCO,023586100,8128,21700
AMERISOURCEBERGEN CORP,03073E105,24732,311800
AMERISOURCEBERGEN CORP,03073E105,5830,73500
AMERISOURCEBERGEN CORP,03073E105,11874,149700
APPLE INC,037833100,390987,4089824
APPLE INC,037833100,70063,732876
APPLE INC,037833100,189429,1981480
APPLE INC,037833100,4834,50560
ARRIS INTL INC,G0551A103,22844,1089900
ARRIS INTL INC,G0551A103,5383,256800
ARRIS INTL INC,G0551A103,10968,523300
AVANGRID INC,05351W103,89610,1945500
AVANGRID INC,05351W103,21017,456300
AVANGRID INC,05351W103,42430,921200
CALPINE CORP,131347304,48659,3298900
CALPINE CORP,131347304,11467,777400
CALPINE CORP,131347304,23360,1583700
CHEMOURS CO,163851108,77566,9413386
CHEMOURS CO,163851108,18983,2303800
CHEMOURS CO,163851108,38668,4692700
CIGNA CORPORATION,125509109,32829,256500
CIGNA CORPORATION,125509109,7756,60600
CIGNA CORPORATION,125509109,15090,117900
CNX COAL RES LP,12592V100,30082,3248638
CNX COAL RES LP,12592V100,6661,719300
CNX COAL RES LP,12592V100,14080,1520500
COMMUNITY HEALTH SYS INC NEW,203668108,16988,1409817
COMMUNITY HEALTH SYS INC NEW,203668108,4004,332300
COMMUNITY HEALTH SYS INC NEW,203668108,8157,676900
CONSOL ENERGY INC,20854P109,205571,12776351
CONSOL ENERGY INC,20854P109,47807,2971200
CONSOL ENERGY INC,20854P109,98911,6147349
CONSOL ENERGY INC,20854P109,1691,105100
DILLARDS INC,254067101,66663,1100042
DILLARDS INC,254067101,15635,258000
DILLARDS INC,254067101,31815,525000
DILLARDS INC,254067101,3892,64230
DSW INC,23334L102,52668,2486700
DSW INC,23334L102,12323,581800
DSW INC,23334L102,25024,1181500
F M C CORP,302491303,19506,421200
F M C CORP,302491303,4562,98500
F M C CORP,302491303,9257,199900
GENERAL MTRS CO,37045V100,289618,10233865
GENERAL MTRS CO,37045V100,55530,1962200
GENERAL MTRS CO,37045V100,137844,4870802
GENERAL MTRS CO,37045V100,4104,145000
GREEN BRICK PARTNERS INC,392709101,124985,17191821
GREEN BRICK PARTNERS INC,392709101,25204,3466793
GREEN BRICK PARTNERS INC,392709101,25155,3460054
HATTERAS FINL CORP,41902R103,72570,4425000
HATTERAS FINL CORP,41902R103,17097,1042500
HATTERAS FINL CORP,41902R103,34604,2110000
HERTZ GLOBAL HOLDINGS INC,42805T105,21384,1931700
HERTZ GLOBAL HOLDINGS INC,42805T105,5017,453200
HERTZ GLOBAL HOLDINGS INC,42805T105,10130,915100
HUMANA INC,444859102,41462,230500
HUMANA INC,444859102,8508,47300
HUMANA INC,444859102,19157,106500
IAC INTERACTIVECORP,44919P508,38546,684654
IAC INTERACTIVECORP,44919P508,18314,325296
IAC INTERACTIVECORP,44919P508,673,11950
LAMAR ADVERTISING CO NEW,512816109,5726,86372
