Name of Issuer,CUSIP,Value,Shares
LAMAR ADVERTISING CO NEW,512816109,1353,20400
LAMAR ADVERTISING CO NEW,512816109,2738,41300
LIBERTY GLOBAL PLC,G5480U138,3148,97574
LIBERTY GLOBAL PLC,G5480U138,401,12440
LIBERTY GLOBAL PLC,G5480U138,1454,45070
LIBERTY GLOBAL PLC,G5480U153,7904,243286
LIBERTY GLOBAL PLC,G5480U153,1801,55439
LIBERTY GLOBAL PLC,G5480U153,3650,112354
LIBERTY GLOBAL PLC,G5480U104,22727,782065
LIBERTY GLOBAL PLC,G5480U104,2898,99709
LIBERTY GLOBAL PLC,G5480U104,10498,361244
LIBERTY GLOBAL PLC,G5480U120,55865,1949918
LIBERTY GLOBAL PLC,G5480U120,12731,444347
LIBERTY GLOBAL PLC,G5480U120,25800,900515
MICHAEL KORS HLDGS LTD,G60754101,139338,2816043
MICHAEL KORS HLDGS LTD,G60754101,32686,660600
MICHAEL KORS HLDGS LTD,G60754101,65979,1333452
MICHAEL KORS HLDGS LTD,G60754101,1237,25000
MYLAN N V,N59465109,124678,2883400
MYLAN N V,N59465109,29369,679200
MYLAN N V,N59465109,59775,1382400
PERRIGO CO PLC,G97822103,27902,307734
PERRIGO CO PLC,G97822103,6565,72400
PERRIGO CO PLC,G97822103,13392,147700
PVH CORP,693656100,33995,360770
PVH CORP,693656100,8066,85600
PVH CORP,693656100,15868,168400
QUORUM HEALTH CORP,74909E106,18185,1697950
QUORUM HEALTH CORP,74909E106,4265,398200
QUORUM HEALTH CORP,74909E106,8609,803850
RITE AID CORP,767754104,45298,6047800
RITE AID CORP,767754104,10625,1418600
RITE AID CORP,767754104,21448,2863600
TAKE-TWO INTERACTIVE SOFTWAR,874054109,61642,1625584
TAKE-TWO INTERACTIVE SOFTWAR,874054109,12828,338300
TAKE-TWO INTERACTIVE SOFTWAR,874054109,29183,769582
TERRAFORM GLOBAL INC,88104M101,3628,1112891
TERRAFORM GLOBAL INC,88104M101,803,246400
TERRAFORM GLOBAL INC,88104M101,1698,520900
TERRAFORM PWR INC,88104R100,11411,1046925
TERRAFORM PWR INC,88104R100,2516,230800
TERRAFORM PWR INC,88104R100,5244,481100
TIME WARNER INC,887317303,200953,2732574
TIME WARNER INC,887317303,47132,640900
TIME WARNER INC,887317303,95149,1293835
TIME WARNER INC,887317303,3640,49500
TRI POINTE GROUP INC,87265H109,31113,2632261
TRI POINTE GROUP INC,87265H109,7298,617400
TRI POINTE GROUP INC,87265H109,14732,1246400
TWENTY FIRST CENTY FOX INC,90130A101,75693,2798279
TWENTY FIRST CENTY FOX INC,90130A101,17945,663400
TWENTY FIRST CENTY FOX INC,90130A101,35338,1306400
VANECK VECTORS ETF TR,92189F106,140266,5061935
VANECK VECTORS ETF TR,92189F106,23303,840950
VANECK VECTORS ETF TR,92189F106,64778,2337711
VODAFONE GROUP PLC NEW,92857W308,1655,53571
VODAFONE GROUP PLC NEW,92857W308,117,3799
VODAFONE GROUP PLC NEW,92857W308,1317,42630
VOYA FINL INC,929089100,71659,2894160
VOYA FINL INC,929089100,16807,678800
VOYA FINL INC,929089100,33930,1370341
YAHOO INC,984332106,96616,2572300
YAHOO INC,984332106,22829,607800
YAHOO INC,984332106,46120,1227900
YELP INC,985817105,51548,1697900
YELP INC,985817105,12089,398200
YELP INC,985817105,24406,803900
