Name of Issuer,CUSIP,Value,Shares
AERCAP HOLDINGS NV,N00985106,297817,7157352
AERCAP HOLDINGS NV,N00985106,69643,1673700
AERCAP HOLDINGS NV,N00985106,149099,3583243
AERCAP HOLDINGS NV,N00985106,8615,207030
ALCOA CORP,013872106,20549,731800
ALCOA CORP,013872106,5324,189600
ALCOA CORP,013872106,9929,353600
AMAYA INC,02314M108,31949,2257384
AMAYA INC,02314M108,7716,545200
AMAYA INC,02314M108,16419,1160100
AMERCO,023586100,46421,125600
AMERCO,023586100,11125,30100
AMERCO,023586100,23765,64300
APPLE INC,037833100,392792,3390524
APPLE INC,037833100,82784,714576
APPLE INC,037833100,193734,1672280
APPLE INC,037833100,3517,30360
AVANGRID INC,05351W103,34205,902991
AVANGRID INC,05351W103,8693,229500
AVANGRID INC,05351W103,16671,440100
CALPINE CORP,131347304,73247,6408300
CALPINE CORP,131347304,16655,1457100
CALPINE CORP,131347304,35383,3095600
CHEMOURS CO,163851108,113444,5135544
CHEMOURS CO,163851108,27705,1254200
CHEMOURS CO,163851108,56449,2555400
CIGNA CORPORATION,125509109,32987,247300
CIGNA CORPORATION,125509109,8083,60600
CIGNA CORPORATION,125509109,16954,127100
CNX COAL RES LP,12592V100,59288,3248638
CNX COAL RES LP,12592V100,13127,719300
CNX COAL RES LP,12592V100,27749,1520500
CONSOL ENERGY INC,20854P109,158916,8717267
CONSOL ENERGY INC,20854P109,40378,2214900
CONSOL ENERGY INC,20854P109,79858,4380606
CONSOL ENERGY INC,20854P109,1648,90400
DILLARDS INC,254067101,61075,974242
DILLARDS INC,254067101,14883,237400
DILLARDS INC,254067101,31113,496300
DILLARDS INC,254067101,3682,58730
DSW INC,23334L102,27857,1229906
DSW INC,23334L102,6802,300300
DSW INC,23334L102,13839,611000
F M C CORP,302491303,23823,421200
F M C CORP,302491303,5571,98500
F M C CORP,302491303,11306,199900
FREDS INC,356108100,15982,861100
FREDS INC,356108100,4139,223000
FREDS INC,356108100,7719,415900
GENERAL MTRS CO,37045V100,258905,7431262
GENERAL MTRS CO,37045V100,497724,14286000
GENERAL MTRS CO,37045V100,62254,1786850
GENERAL MTRS CO,37045V100,118770,3409000
GENERAL MTRS CO,37045V100,132561,3804852
GENERAL MTRS CO,37045V100,254506,7305000
GENERAL MTRS CO,37045V100,5052,145000
GREEN BRICK PARTNERS INC,392709101,172778,17191821
GREEN BRICK PARTNERS INC,392709101,34841,3466793
GREEN BRICK PARTNERS INC,392709101,34774,3460054
IAC INTERACTIVECORP,44919P508,40503,625150
IAC INTERACTIVECORP,44919P508,19521,301296
IAC INTERACTIVECORP,44919P508,716,11050
LIBERTY GLOBAL PLC,G5480U104,23100,755165
LIBERTY GLOBAL PLC,G5480U104,3050,99709
LIBERTY GLOBAL PLC,G5480U104,11873,388144
LIBERTY GLOBAL PLC,G5480U120,55920,1882818
LIBERTY GLOBAL PLC,G5480U120,13197,444347
LIBERTY GLOBAL PLC,G5480U120,28738,967615
MONSANTO CO NEW,61166W101,24640,234200
MONSANTO CO NEW,61166W101,6007,57100
MONSANTO CO NEW,61166W101,12488,118700
MYLAN N V,N59465109,191389,5016759
MYLAN N V,N59465109,46934,1230248
MYLAN N V,N59465109,92449,2423300
PVH CORP,693656100,31681,351070
PVH CORP,693656100,7761,86000
PVH CORP,693656100,16036,177700
QUORUM HEALTH CORP,74909E106,12344,1697950
QUORUM HEALTH CORP,74909E106,5844,803850
RITE AID CORP,767754104,96734,11739562
RITE AID CORP,767754104,24857,3016600
RITE AID CORP,767754104,47024,5706800
SYNGENTA AG,87160A100,41976,531000
SYNGENTA AG,87160A100,10861,137400
SYNGENTA AG,87160A100,20284,256600
TIME WARNER INC,887317303,184119,1907374
TIME WARNER INC,887317303,44269,458600
TIME WARNER INC,887317303,88936,921335
TIME WARNER INC,887317303,2230,23100
TRI POINTE GROUP INC,87265H109,13939,1214182
TRI POINTE GROUP INC,87265H109,3267,284600
TRI POINTE GROUP INC,87265H109,6598,574700
VANECK VECTORS ETF TR,92189F106,101609,4857035
VANECK VECTORS ETF TR,92189F106,15515,741650
VANECK VECTORS ETF TR,92189F106,49083,2346211
VOYA FINL INC,929089100,134509,3429612
VOYA FINL INC,929089100,32733,834600
VOYA FINL INC,929089100,64973,1656641
YAHOO INC,984332106,96455,2494300
YAHOO INC,984332106,22541,582900
YAHOO INC,984332106,46593,1204900
YELP INC,985817105,19687,516300
YELP INC,985817105,13307,349000
