Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,73505,933985
ADIENT PLC,G0084W101,22729,288800
ADIENT PLC,G0084W101,37981,482600
AERCAP HOLDINGS NV,N00985106,285705,5430613
AERCAP HOLDINGS NV,N00985106,80624,1532492
AERCAP HOLDINGS NV,N00985106,141797,2695243
AERCAP HOLDINGS NV,N00985106,5778,109830
ALTABA INC,021346101,80517,1152706
ALTABA INC,021346101,34240,490200
ALTABA INC,021346101,40059,573494
APPLE INC,037833100,211907,1252184
APPLE INC,037833100,39562,233776
APPLE INC,037833100,119067,703580
APPLE INC,037833100,569,3360
BEST BUY INC,086516101,3786,55300
BEST BUY INC,086516101,1561,22800
BEST BUY INC,086516101,1821,26600
BRIGHTHOUSE FINL INC,10922N103,347274,5922137
BRIGHTHOUSE FINL INC,10922N103,132419,2258163
BRIGHTHOUSE FINL INC,10922N103,165347,2819700
CARTER INC,146229109,3619,30800
CARTER INC,146229109,1469,12500
CARTER INC,146229109,1727,14700
CHEMOURS CO,163851108,30807,615400
CHEMOURS CO,163851108,6338,126600
CHEMOURS CO,163851108,15323,306100
CHILDRENS PL INC,168905107,3314,22800
CHILDRENS PL INC,168905107,1366,9400
CHILDRENS PL INC,168905107,1584,10900
CLIPPER RLTY INC,18885T306,5225,522977
CLIPPER RLTY INC,18885T306,1155,115600
CLIPPER RLTY INC,18885T306,2446,244800
CNX RESOURCES CORPORATION,12653C108,137433,9393910
CNX RESOURCES CORPORATION,12653C108,49080,3354765
CNX RESOURCES CORPORATION,12653C108,73018,4991006
CNX RESOURCES CORPORATION,12653C108,988,67500
CONDUENT INC,206787103,37113,2296600
CONDUENT INC,206787103,14523,898700
CONDUENT INC,206787103,18461,1142400
CONSOL COAL RES LP,20855T100,50841,3248638
CONSOL COAL RES LP,20855T100,11257,719300
CONSOL COAL RES LP,20855T100,23796,1520500
CONSOL ENERGY INC NEW,20854L108,46863,1186096
CONSOL ENERGY INC NEW,20854L108,16568,419344
CONSOL ENERGY INC NEW,20854L108,24189,612236
CONSOL ENERGY INC NEW,20854L108,316,7987
DILLARDS INC,254067101,27763,462329
DILLARDS INC,254067101,4137,68900
DILLARDS INC,254067101,14544,242200
DILLARDS INC,254067101,1935,32230
DSW INC,23334L102,29766,1390300
DSW INC,23334L102,7609,355400
DSW INC,23334L102,14173,662000
ENSCO PLC,G3157S106,30036,5082300
ENSCO PLC,G3157S106,12555,2124300
ENSCO PLC,G3157S106,14736,2493400
EXELA TECHNOLOGIES INC,30162V102,23626,4587622
EXELA TECHNOLOGIES INC,30162V102,7108,1380200
EXELA TECHNOLOGIES INC,30162V102,12447,2416807
FIVE BELOW INC,33829M101,1545,23300
FIVE BELOW INC,33829M101,643,9700
FIVE BELOW INC,33829M101,749,11300
GAP INC DEL,364760108,3171,93100
GAP INC DEL,364760108,1318,38700
GAP INC DEL,364760108,1526,44800
GENERAL MTRS CO,37045V100,568240,13862898
GENERAL MTRS CO,37045V100,205458,5012400
GENERAL MTRS CO,37045V100,282651,6895602
GENERAL MTRS CO,37045V100,3742,91300
GREEN BRICK PARTNERS INC,392709101,194268,17191821
GREEN BRICK PARTNERS INC,392709101,39175,3466793
GREEN BRICK PARTNERS INC,392709101,39099,3460054
KOHLS CORP,500255104,3802,70100
KOHLS CORP,500255104,1573,29000
KOHLS CORP,500255104,1828,33700
LOWES COS INC,548661107,3337,35900
LOWES COS INC,548661107,1385,14900
LOWES COS INC,548661107,1608,17300
MEDICINES CO,584688105,14449,528500
MEDICINES CO,584688105,5960,218000
MEDICINES CO,584688105,6931,253500
MICHAEL KORS HLDGS LTD,G60754101,1608,25550
MICHAEL KORS HLDGS LTD,G60754101,661,10500
MICHAEL KORS HLDGS LTD,G60754101,768,12200
MICRON TECHNOLOGY INC,595112103,72807,1770600
MICRON TECHNOLOGY INC,595112103,30955,752800
MICRON TECHNOLOGY INC,595112103,36214,880700
MYLAN N V,N59465109,228938,5410959
MYLAN N V,N59465109,84804,2004348
MYLAN N V,N59465109,113183,2675100
MYLAN N V,N59465109,3888,91900
NORDSTROM INC,655664100,3127,66000
NORDSTROM INC,655664100,1308,27600
NORDSTROM INC,655664100,1530,32300
PENNEY J C INC,708160106,11323,3583100
PENNEY J C INC,708160106,3296,1042890
PENNEY J C INC,708160106,5600,1772000
PERRIGO CO PLC,G97822103,138474,1588732
PERRIGO CO PLC,G97822103,36808,422300
PERRIGO CO PLC,G97822103,71959,825600
SEAWORLD ENTMT INC,81282V100,1017,74948
SEAWORLD ENTMT INC,81282V100,423,31200
SEAWORLD ENTMT INC,81282V100,489,36000
SHUTTERFLY INC,82568P304,3647,73300
SHUTTERFLY INC,82568P304,1512,30400
SHUTTERFLY INC,82568P304,1756,35300
SIGNET JEWELERS LIMITED,G81276100,3059,54100
SIGNET JEWELERS LIMITED,G81276100,1301,23000
SIGNET JEWELERS LIMITED,G81276100,1521,26900
TEMPUR SEALY INTL INC,88023U101,95044,1516100
TEMPUR SEALY INTL INC,88023U101,32141,512700
TEMPUR SEALY INTL INC,88023U101,49851,795200
TIME WARNER INC,887317303,32316,353300
TIME WARNER INC,887317303,13126,143500
TIME WARNER INC,887317303,15385,168200
TWITTER INC,90184L102,35528,1479700
TWITTER INC,90184L102,14425,600800
TWITTER INC,90184L102,16915,704500
UNDER ARMOUR INC,904311107,3469,240400
UNDER ARMOUR INC,904311107,1408,97600
UNDER ARMOUR INC,904311107,1652,114500
VAREX IMAGING CORP,92214X106,5660,140900
VAREX IMAGING CORP,92214X106,3655,91000
VENATOR MATLS PLC,G9329Z100,20545,928800
VENATOR MATLS PLC,G9329Z100,6273,283600
VENATOR MATLS PLC,G9329Z100,10786,487600
VOYA FINL INC,929089100,159388,3221903
VOYA FINL INC,929089100,41288,834600
VOYA FINL INC,929089100,81425,1645941
WAYFAIR INC,94419L101,3725,46400
WAYFAIR INC,94419L101,1517,18900
WAYFAIR INC,94419L101,1782,22200
WEIGHT WATCHERS INTL INC NEW,948626106,3060,69100
WEIGHT WATCHERS INTL INC NEW,948626106,1240,28000
WEIGHT WATCHERS INTL INC NEW,948626106,1457,32900
