Name of Issuer,CUSIP,Value,Shares
GENERAL MTRS CO,37045V100,5875,143739
IAC INTERACTIVECORP,44919P508,83970,1223155
IAC INTERACTIVECORP,44919P508,18755,273200
IAC INTERACTIVECORP,44919P508,28133,409800
ING U S INC,45685E106,96320,2740268
ING U S INC,45685E106,21220,603700
ING U S INC,45685E106,32514,925000
INTREXON CORP,46122T102,32359,1402789
INTREXON CORP,46122T102,7236,313680
INTREXON CORP,46122T102,11367,492759
LEGG MASON INC,524901105,20830,479068
LEGG MASON INC,524901105,4605,105900
LEGG MASON INC,524901105,6839,157301
LIBERTY GLOBAL PLC,G5480U104,71117,799067
LIBERTY GLOBAL PLC,G5480U104,15861,178209
LIBERTY GLOBAL PLC,G5480U104,23998,269642
LIBERTY GLOBAL PLC,G5480U120,50311,596668
LIBERTY GLOBAL PLC,G5480U120,11220,133069
LIBERTY GLOBAL PLC,G5480U120,16977,201344
MARKET VECTORS ETF TR,57060U100,116800,5527680
MARKET VECTORS ETF TR,57060U100,25579,1210550
MARKET VECTORS ETF TR,57060U100,40478,1915666
MARKET VECTORS ETF TR,57060U100,3022,143000
MARVELL TECHNOLOGY GROUP LTD,G5876H105,402099,27962360
MARVELL TECHNOLOGY GROUP LTD,G5876H105,101260,7041700
MARVELL TECHNOLOGY GROUP LTD,G5876H105,129741,9022340
MARVELL TECHNOLOGY GROUP LTD,G5876H105,3776,262600
MCDERMOTT INTL INC,580037109,46309,5055605
MCDERMOTT INTL INC,580037109,10233,1117100
MCDERMOTT INTL INC,580037109,15300,1670300
MICRON TECHNOLOGY INC,595112103,665215,30584600
MICRON TECHNOLOGY INC,595112103,147000,6758600
MICRON TECHNOLOGY INC,595112103,222437,10227000
MICRON TECHNOLOGY INC,595112103,2828,130000
NCR CORP NEW,62886E108,82690,2427782
NCR CORP NEW,62886E108,14343,421100
NCR CORP NEW,62886E108,27385,804027
OIL STS INTL INC,678026105,176881,1738900
OIL STS INTL INC,678026105,39569,389000
OIL STS INTL INC,678026105,63280,622100
PENN NATL GAMING INC,707569109,9213,642900
PENN NATL GAMING INC,707569109,2036,142100
PENN NATL GAMING INC,707569109,3081,215000
RITE AID CORP,767754104,39584,7823000
RITE AID CORP,767754104,8746,1728500
RITE AID CORP,767754104,12997,2568500
SPIRIT AEROSYSTEMS HLDGS INC,848574109,58695,1722264
SPIRIT AEROSYSTEMS HLDGS INC,848574109,13032,382400
SPIRIT AEROSYSTEMS HLDGS INC,848574109,19688,577700
SUNEDISON INC,86732Y109,10998,842781
SUNEDISON INC,86732Y109,2430,186200
SUNEDISON INC,86732Y109,3610,276600
TAKE-TWO INTERACTIVE SOFTWAR,874054109,46666,2686572
TAKE-TWO INTERACTIVE SOFTWAR,874054109,10316,593900
TAKE-TWO INTERACTIVE SOFTWAR,874054109,15334,882800
TEMPUR SEALY INTL INC,88023U101,62448,1157300
TEMPUR SEALY INTL INC,88023U101,13798,255700
TEMPUR SEALY INTL INC,88023U101,20883,387000
URS CORP NEW,903236107,43777,826135
URS CORP NEW,903236107,9755,184100
URS CORP NEW,903236107,14795,279200
VODAFONE GROUP PLC NEW,92857W209,38166,970900
VODAFONE GROUP PLC NEW,92857W209,8346,212300
VODAFONE GROUP PLC NEW,92857W209,7496,190696
WPX ENERGY INC,98212B103,21299,1045076
WPX ENERGY INC,98212B103,4783,234704
WPX ENERGY INC,98212B103,7137,350220
