Name of Issuer,CUSIP,Value,Shares
ADIENT PLC,G0084W101,12814,260500
ADIENT PLC,G0084W101,7972,162075
ADIENT PLC,G0084W101,8092,164500
AERCAP HOLDINGS NV,N00985106,112737,2081943
AERCAP HOLDINGS NV,N00985106,47949,885492
AERCAP HOLDINGS NV,N00985106,56746,1047943
AERCAP HOLDINGS NV,N00985106,2493,46030
ALTABA INC,021346101,66556,909106
ALTABA INC,021346101,28698,392000
ALTABA INC,021346101,33910,463194
APPLE INC,037833100,12029,64984
APPLE INC,037833100,7048,38076
APPLE INC,037833100,7160,38680
APPLE INC,037833100,67,360
AUTOZONE INC,053332102,1812,2700
AUTOZONE INC,053332102,1073,1600
AUTOZONE INC,053332102,1141,1700
BEST BUY INC,086516101,1760,23600
BEST BUY INC,086516101,1037,13900
BEST BUY INC,086516101,1052,14100
BRIGHTHOUSE FINL INC,10922N103,232736,5808237
BRIGHTHOUSE FINL INC,10922N103,96199,2400763
BRIGHTHOUSE FINL INC,10922N103,133473,3331000
BRIGHTHOUSE FINL INC,10922N103,1603,40000
CLIPPER RLTY INC,18885T306,3698,432972
CLIPPER RLTY INC,18885T306,813,95200
CLIPPER RLTY INC,18885T306,1730,202600
CNX RESOURCES CORPORATION,12653C108,54359,3057329
CNX RESOURCES CORPORATION,12653C108,41400,2328465
CNX RESOURCES CORPORATION,12653C108,39088,2198406
CNX RESOURCES CORPORATION,12653C108,725,40800
CONDUENT INC,206787103,14971,823947
CONDUENT INC,206787103,5371,295600
CONDUENT INC,206787103,7630,419900
CONSOL COAL RES LP,20855T100,48892,3248638
CONSOL COAL RES LP,20855T100,10825,719300
CONSOL COAL RES LP,20855T100,22884,1520500
DOLLAR GEN CORP NEW,256677105,1962,19900
DOLLAR GEN CORP NEW,256677105,1163,11800
DOLLAR GEN CORP NEW,256677105,1163,11800
DOLLAR TREE INC,256746108,1836,21600
DOLLAR TREE INC,256746108,1071,12600
DOLLAR TREE INC,256746108,1088,12800
DSW INC,23334L102,2760,106900
DSW INC,23334L102,1229,47600
DSW INC,23334L102,1371,53100
ENSCO PLC,G3157S106,74735,10294100
ENSCO PLC,G3157S106,32128,4425300
ENSCO PLC,G3157S106,38337,5280600
EXELA TECHNOLOGIES INC,30162V102,21791,4587622
EXELA TECHNOLOGIES INC,30162V102,6556,1380200
EXELA TECHNOLOGIES INC,30162V102,11480,2416807
GAP INC DEL,364760108,1989,61400
GAP INC DEL,364760108,1166,36000
GAP INC DEL,364760108,1185,36600
GENERAL MTRS CO,37045V100,423205,10741241
GENERAL MTRS CO,37045V100,184483,4682300
GENERAL MTRS CO,37045V100,223110,5662702
GENERAL MTRS CO,37045V100,2939,74600
GREEN BRICK PARTNERS INC,392709101,168480,17191821
GREEN BRICK PARTNERS INC,392709101,33975,3466793
GREEN BRICK PARTNERS INC,392709101,33909,3460054
IAC INTERACTIVECORP,44919P508,26808,175800
IAC INTERACTIVECORP,44919P508,9431,61847
IAC INTERACTIVECORP,44919P508,13495,88500
MEDICINES CO,584688105,19396,528500
MEDICINES CO,584688105,8001,218000
MEDICINES CO,584688105,9303,253500
MICRON TECHNOLOGY INC,595112103,11537,220000
MICRON TECHNOLOGY INC,595112103,2910,55500
MYLAN N V,N59465109,127150,3518252
MYLAN N V,N59465109,54454,1506748
MYLAN N V,N59465109,64076,1773000
MYLAN N V,N59465109,2205,61000
PERRIGO CO PLC,G97822103,64111,879320
PERRIGO CO PLC,G97822103,30535,418800
PERRIGO CO PLC,G97822103,40450,554800
TEMPUR SEALY INTL INC,88023U101,19331,402300
TEMPUR SEALY INTL INC,88023U101,8313,173000
TEMPUR SEALY INTL INC,88023U101,9918,206400
TJX COS INC NEW,872540109,1961,20600
TJX COS INC NEW,872540109,1152,12100
TJX COS INC NEW,872540109,1171,12300
TWITTER INC,90184L102,32783,750700
TWITTER INC,90184L102,17734,406100
TWITTER INC,90184L102,19512,446800
VENATOR MATLS PLC,G9329Z100,1153,70494
VENATOR MATLS PLC,G9329Z100,381,23300
VENATOR MATLS PLC,G9329Z100,614,37500
VOYA FINL INC,929089100,64246,1366927
VOYA FINL INC,929089100,31720,674900
VOYA FINL INC,929089100,40535,862441
