Name of Issuer,CUSIP,Value,Shares
TransUnion,89400J107,7191,84000
Trupanion,898202106,187,5000
Trupanion,898202106,3933,105000
Tyson Foods,902494103,455,5000
Tyson Foods,902494103,31910,350500
Unilever PLC ADR,904767704,229,4000
Unilever PLC ADR,904767704,87104,1523600
Union Pacific,907818108,2007,11100
Union Pacific,907818108,13427,74270
United Health Group Inc,91324P102,32985,112200
United Health Group Inc,91324P102,143109,486800
United Technologies,913017109,8177,54600
United Technologies,913017109,25369,169400
Verisk Analytics Inc,92345Y106,149,1000
Verisk Analytics Inc,92345Y106,10902,73000
Visa,92826C839,34968,186100
Visa,92826C839,144504,769050
WR Berkley Corp,084423102,1866,27000
Walgreens Boots Alliance Inc,931427108,40426,685650
Walgreens Boots Alliance Inc,931427108,80884,1371850
Watsco Inc,942622200,4882,27100
Watsco Inc,942622200,64926,360400
Wells Fargo,949746101,1722,32000
Wells Fargo,949746101,7693,143000
Whirlpool Corp,963320106,772,5230
Whirlpool Corp,963320106,37961,257309
