Name of Issuer,CUSIP,Value,Shares
3M Company,88579Y101,13584,77000
3M Company,88579Y101,26728,151500
Accenture,G1151C101,14129,67100
Accenture,G1151C101,19436,92300
Activision Blizzard Inc,00507V109,107,1800
Activision Blizzard Inc,00507V109,16578,279000
Albemarle Corp,012653101,5332,73000
Alleghany Corporation,017175100,3461,4328
Alphabet Inc,02079K107,56488,42249
Alphabet Inc,02079K107,124756,93309
Alphabet Inc Class A,02079K305,4420,3300
Alphabet Inc Class A,02079K305,12322,9200
Amazon.com,023135106,61718,33400
Amazon.com,023135106,119245,64532
American Express,025816109,1245,10000
American Express,025816109,58666,471250
American Tower,03027X100,230,1000
American Tower,03027X100,10848,47200
Analog Devices Inc,032654105,24192,203565
Analog Devices Inc,032654105,77513,652246
Anheuser-Busch Inbev ADR,03524A108,1067,13000
Anthem Inc,036752103,8759,29000
Anthem Inc,036752103,58896,195000
Aon Corporation,G0408V102,7707,37000
Apollo Global Management - A,037612306,1073,22500
Apollo Global Management - A,037612306,47233,990000
Apple Inc,037833100,3538,12050
Apple Inc,037833100,84567,287985
Archer Daniels,039483102,27532,594000
Archer Daniels,039483102,40292,869300
Automatic Data Processing,053015103,21653,127000
Automatic Data Processing,053015103,68831,403700
Autonation Inc,05329W102,58,1200
Autonation Inc,05329W102,2062,42410
Ball Corporation,058498106,2716,42000
Bank of New York Mellon Corp,064058100,12784,254000
Berkshire Hathaway Class B,084670702,170242,751620
Berkshire Hathaway Class B,084670702,175478,774737
"Berkshire Hathaway, Inc.",084670108,196962,580
"Berkshire Hathaway, Inc.",084670108,178285,525
Blackrock Inc,09247X101,6032,12000
Blackrock Inc,09247X101,104562,208000
Blackstone Group,09260D107,1930,34500
Blackstone Group,09260D107,66485,1188500
Boeing Co,097023105,3877,11900
Boeing Co,097023105,26875,82500
Booking Holdings Inc,09857L108,411,200
Brookfield Asset Management,112585104,111541,1929782
Brookfield Asset Management,112585104,223389,3864859
Brown Forman Class A,115637100,30921,492600
Brown Forman Class A,115637100,21995,350400
Brown-Forman Class B,115637209,15328,226750
Brown-Forman Class B,115637209,16727,247437
CDK Global Inc,12508E101,2315,42333
CDK Global Inc,12508E101,7358,134564
CVS Corporation,126650100,149,2000
CVS Corporation,126650100,24516,330000
Cable One,12685J105,7740,5200
Carmax,143130102,137565,1569126
Carmax,143130102,293164,3343944
Caterpillar Inc,149123101,1477,10000
Caterpillar Inc,149123101,40464,274000
Charles Schwab,808513105,5850,123000
Charles Schwab,808513105,45643,959700
Choice Hotels Intl Inc,169905106,310,3000
Choice Hotels Intl Inc,169905106,20686,200000
Cisco,17275R102,7098,148000
Cisco,17275R102,9304,194000
Citigroup Inc,172967424,105,1320
Citigroup Inc,172967424,1518,19000
Colfax Corporation,194014106,39475,1085070
Colfax Corporation,194014106,1819,50000
Comcast Corp- Class A,20030n101,4632,103000
Comcast Corp- Class A,20030n101,18797,418000
Costco,22160K105,3821,13000
Costco,22160K105,7686,26150
Crown Holdings Inc,228368106,8124,112000
DR Horton Inc,23331A109,45,850
DR Horton Inc,23331A109,1609,30497
Delta Air Lines,247361702,351,6000
Delta Air Lines,247361702,24035,411000
Diageo PLC,25243Q205,124344,738300
Diageo PLC,25243Q205,102989,611500
Discovery Communications,25470F302,3567,117000
Disney,254687106,78780,544700
Disney,254687106,189426,1309730
Dollar Tree Inc,256746108,1223,13000
Dollar Tree Inc,256746108,10355,110100
Ecolab,278865100,4439,23000
Ecolab,278865100,54674,283300
Electronic Arts Inc,285512109,97,900
Electronic Arts Inc,285512109,13062,121500
Equifax Inc,294429105,15063,107500
Facebook,30303M102,3820,18610
Facebook,30303M102,25570,124580
Factset Research,303075105,6171,23000
Factset Research,303075105,25102,93560
General Dynamics,369550108,7759,44000
General Dynamics,369550108,60488,343000
Goldman Sachs,38141G104,4104,17850
Goldman Sachs,38141G104,74509,324050
Graham Holdings Co,384637104,3323,5200
"Hasbro, Inc",418056107,11026,104400
"Hasbro, Inc",418056107,27416,259600
Healthcare Services Group,421906108,486,20000
Healthcare Services Group,421906108,13461,553500
Heico Corp Class A,422806208,690,7702
Heico Corp Class A,422806208,29898,333942
Hexcel Corp,428291108,293,4000
Hexcel Corp,428291108,13196,180000
Home Depot,437076102,25550,117000
Home Depot,437076102,175359,803000
Illinois Tool Works,452308109,15269,85000
Illinois Tool Works,452308109,42033,234000
Illumina Inc,452327109,332,1000
InterActiveCorp,44919P508,286,1150
Intl Flavors & Fragrances,459506101,1935,15000
Intl Flavors & Fragrances,459506101,11741,91000
Investors Title Company,461804106,33957,213300
JP Morgan,46625H100,30066,215680
John Deere,244199105,25989,150000
John Deere,244199105,148293,855900
Johnson and Johnson,478160104,16658,114200
Johnson and Johnson,478160104,72439,496600
KKR & Co LLC,48251W104,1809,62000
KKR & Co LLC,48251W104,38029,1303700
Kraft Heinz Co,500754106,2185,68000
Lennar Corp - B,526057302,1075,24050
Lennar Corporation,526057104,31,550
Lennar Corporation,526057104,298,5350
Liberty Broadband A,530307107,2709,21750
Liberty Broadband A,530307107,22857,183500
Liberty Broadband Class C,530307305,5137,40853
Liberty Broadband Class C,530307305,16506,131260
Liberty Global PLC,G5480U104,68,3000
Liberty Global PLC,G5480U104,4002,176000
Liberty Media Group A,531229870,832,19000
Liberty Media Group A,531229870,9216,210500
Liberty Media Group C,531229854,1333,29000
Liberty Media Group C,531229854,10596,230500
Liberty Sirius Group A,531229409,2514,52000
Liberty Sirius Group A,531229409,18079,374000
Liberty Sirius Group C,531229607,6451,134000
Liberty Sirius Group C,531229607,18678,388000
Linde PLC,G5494J103,1256,5900
Linde PLC,G5494J103,18842,88500
Live Nation,538034109,750,10500
Live Nation,538034109,34177,478200
Lowes,548661107,30778,257000
Lowes,548661107,38802,324000
MSCI,55354G100,258,1000
MSCI,55354G100,35112,136000
Marriott International,571903202,54219,358049
Marriott International,571903202,185838,1227220
Marsh & McLennan,571748102,1950,17500
Marsh & McLennan,571748102,65955,592000
"Mastercard, Inc",57636Q104,10749,36000
"Mastercard, Inc",57636Q104,50716,169850
Maxim Integrated Products,57772K101,4306,70000
Maxim Integrated Products,57772K101,11195,182000
McKesson Corp,58155Q103,650,4700
McKesson Corp,58155Q103,8078,58400
Microchip Technology,595017104,419,4000
Microchip Technology,595017104,16232,155000
Microsoft Corp,594918104,13404,85000
Microsoft Corp,594918104,61443,389620
Mohawk Industries,608190104,682,5000
Mohawk Industries,608190104,34913,256000
Moody's Corp,615369105,24691,104000
Moody's Corp,615369105,25113,105780
NVR Inc,62944T105,381,100
NVR Inc,62944T105,31438,8255
Nike,654106103,8307,82000
Nike,654106103,28772,284000
Norfolk Southern,655844108,14171,73000
Norfolk Southern,655844108,30381,156500
Novo-Nordisk A/S,670100205,30387,525000
Novo-Nordisk A/S,670100205,31834,550000
Owens-Illinois Inc,67098H104,4175,350000
Parker-Hannifin Corp,701094104,1256,6100
Parker-Hannifin Corp,701094104,23155,112500
Paychex,704326107,5954,70000
Paychex,704326107,6805,80000
Penske Automotive Group,70959W103,1255,25000
Penske Automotive Group,70959W103,2360,47000
Pepsico,713448108,2597,19000
Pepsico,713448108,17302,126600
Philip Morris International,718172109,9743,114500
Progressive Corp,743315103,4343,60000
Progressive Corp,743315103,41986,580000
RLI Corporation,749607107,33938,377000
RLI Corporation,749607107,73841,820272
Rockwell Automation Inc,773903109,1601,7900
Rockwell Automation Inc,773903109,26793,132200
"Rollins, Inc.",775711104,1215,36650
"Rollins, Inc.",775711104,25954,782700
S&P Global,78409V104,273,1000
S&P Global,78409V104,39865,146000
SEI Investments Co,784117103,3863,59000
SEI Investments Co,784117103,21229,324200
Scotts Miracle-Gro Co,810186106,3716,35000
Scotts Miracle-Gro Co,810186106,41092,387000
Shake Shack Inc - Class A,819047101,179,3000
Shake Shack Inc - Class A,819047101,1620,27200
Sherwin Williams,824348106,18090,31000
Southwest Airlines,844741108,918,17000
Southwest Airlines,844741108,25560,473500
Starbucks Corp,855244109,3561,40500
Starbucks Corp,855244109,42128,479168
Stericycle Inc,858912108,1595,25000
Stericycle Inc,858912108,34649,543000
T.Rowe Price,74144T108,3899,32000
T.Rowe Price,74144T108,34359,282000
Texas Instruments Inc,882508104,22579,176000
Texas Instruments Inc,882508104,69084,538500
The Carlyle Group,14309L102,1428,44500
The Carlyle Group,14309L102,37389,1165500
The Travelers Companies Inc,89417E109,43139,315000
TransUnion,89400J107,257,3000
