Name of Issuer,CUSIP,Value,Shares
CVS Corporation,126650100,17887,273000
Cable One,12685J105,4265,5200
Carmax,143130102,70203,1119126
Carmax,143130102,237994,3793944
Caterpillar Inc,149123101,1271,10000
Caterpillar Inc,149123101,34055,268000
Charles Schwab,808513105,4984,120000
Charles Schwab,808513105,38918,937100
Chipotle Mexican Grill Inc,169656105,3541,8200
Choice Hotels Intl Inc,169905106,215,3000
Choice Hotels Intl Inc,169905106,8196,114500
Cisco,17275R102,6413,148000
Cisco,17275R102,8406,194000
Citigroup Inc,172967424,69,1320
Citigroup Inc,172967424,638,12250
Colfax Corporation,194014106,22678,1085070
Colfax Corporation,194014106,1045,50000
Comcast Corp- Class A,20030N101,3507,103000
Comcast Corp- Class A,20030N101,10079,296000
Costco,22160K105,2648,13000
Costco,22160K105,5296,26000
Crown Holdings Inc,228368106,624,15000
DR Horton Inc,23331A109,29,850
DR Horton Inc,23331A109,284,8207
Delta Air Lines,247361702,299,6000
Delta Air Lines,247361702,2395,48000
Diageo PLC,25243Q205,83421,588300
Diageo PLC,25243Q205,107981,761500
Discovery Communications,25470F302,346,15000
Discovery Communications,25470F302,26680,1156000
Disney,254687106,37796,344700
Disney,254687106,159628,1455800
Dollar Tree Inc,256746108,1174,13000
Dollar Tree Inc,256746108,9935,110000
Ecolab,278865100,3389,23000
Ecolab,278865100,36366,246800
Electronic Arts Inc,285512109,71,900
Electronic Arts Inc,285512109,8246,104500
Equifax Inc,294429105,233,2500
Facebook,30303M102,2440,18610
Facebook,30303M102,15720,119920
Factset Research,303075105,4603,23000
Factset Research,303075105,18612,93000
General Dynamics,369550108,6917,44000
General Dynamics,369550108,53923,343000
Goldman Sachs,38141G104,2982,17850
Goldman Sachs,38141G104,18053,108070
Graham Holdings Co,384637104,3331,5200
"Hasbro, Inc",418056107,8482,104400
"Hasbro, Inc",418056107,21092,259600
Healthcare Services Group,421906108,201,5000
Healthcare Services Group,421906108,5665,141000
Heico Corp Class A,422806208,485,7702
Heico Corp Class A,422806208,17920,284443
Hexcel Corp,428291108,229,4000
Hexcel Corp,428291108,7454,130000
Home Depot,437076102,6357,37000
Home Depot,437076102,151717,883000
Illinois Tool Works,452308109,10769,85000
Illinois Tool Works,452308109,18370,145000
Illumina Inc,452327109,300,1000
Intl Flavors & Fragrances,459506101,2014,15000
Intl Flavors & Fragrances,459506101,6512,48500
Investors Title Company,461804106,37686,213300
JP Morgan,46625H100,17864,183000
John Deere,244199105,6713,45000
John Deere,244199105,156688,1050400
Johnson and Johnson,478160104,14738,114200
Johnson and Johnson,478160104,64086,496600
KKR & Co LLC,48251W104,353,18000
KKR & Co LLC,48251W104,24007,1223000
Liberty Broadband A,530307107,1562,21750
Liberty Broadband A,530307107,13177,183500
Liberty Broadband Class C,530307305,2943,40853
Liberty Broadband Class C,530307305,9455,131260
Liberty Global PLC,G5480U104,64,3000
Liberty Global PLC,G5480U104,3756,176000
Liberty Latin America,G9001E102,286,19720
Liberty Media Group A,531229870,565,19000
Liberty Media Group A,531229870,6256,210500
Liberty Media Group C,531229854,890,29000
Liberty Media Group C,531229854,7076,230500
Liberty Sirius Group A,531229409,1914,52000
Liberty Sirius Group A,531229409,13763,374000
Liberty Sirius Group C,531229607,4955,134000
Liberty Sirius Group C,531229607,14348,388000
Linde PLC,G5494J103,921,5900
Linde PLC,G5494J103,13810,88500
Live Nation,538034109,517,10500
Live Nation,538034109,23551,478200
Lowes,548661107,20042,217000
Lowes,548661107,32603,353000
MSCI,55354G100,147,1000
MSCI,55354G100,20050,136000
Marriott International,571903202,22369,206049
Marriott International,571903202,143974,1326220
Marsh & McLennan,571748102,1396,17500
Marsh & McLennan,571748102,47212,592000
"Mastercard, Inc",57636Q104,6791,36000
"Mastercard, Inc",57636Q104,27562,146100
Maxim Integrated Products,57772K101,3559,70000
Maxim Integrated Products,57772K101,9255,182000
McKesson Corp,58155Q103,409,3700
McKesson Corp,58155Q103,3690,33400
Microchip Technology,595017104,288,4000
Microchip Technology,595017104,10572,147000
Microsoft Corp,594918104,8430,83000
Microsoft Corp,594918104,31080,306000
Mohawk Industries,608190104,4795,41000
Moody's Corp,615369105,14424,103000
Moody's Corp,615369105,13598,97100
NVR Inc,62944T105,1876,770
NXP Semiconductors NV,N6596X109,2125,29000
Nike,654106103,6079,82000
Nike,654106103,21056,284000
Norfolk Southern,655844108,10916,73000
Norfolk Southern,655844108,23403,156500
Novo-Nordisk A/S,670100205,24187,525000
Novo-Nordisk A/S,670100205,25338,550000
Oaktree Capital Group LLC,674001201,2305,58000
Oaktree Capital Group LLC,674001201,38259,962500
Parker-Hannifin Corp,701094104,910,6100
Parker-Hannifin Corp,701094104,16778,112500
Paychex,704326107,4560,70000
Paychex,704326107,5212,80000
Penske Automotive Group,70959W103,1008,25000
Penske Automotive Group,70959W103,1895,47000
Pepsico,713448108,2099,19000
Pepsico,713448108,13987,126600
Philip Morris International,718172109,7644,114500
Progressive Corp,743315103,3318,55000
Progressive Corp,743315103,22563,374000
RLI Corporation,749607107,19110,277000
RLI Corporation,749607107,63490,920272
Rockwell Automation Inc,773903109,888,5900
Rockwell Automation Inc,773903109,18344,121900
"Rollins, Inc.",775711104,1305,36150
"Rollins, Inc.",775711104,27053,749400
S&P Global,78409V104,170,1000
S&P Global,78409V104,24811,146000
SEI Investments Co,784117103,2726,59000
SEI Investments Co,784117103,14054,304200
Scotts Miracle-Gro Co,810186106,2151,35000
Scotts Miracle-Gro Co,810186106,8789,143000
Sensata Technologies Holding,N7902X106,90,2000
Sensata Technologies Holding,N7902X106,3587,80000
Shake Shack Inc - Class A,819047101,136,3000
Shake Shack Inc - Class A,819047101,1288,28350
Sherwin Williams,824348106,4328,11000
Southwest Airlines,844741108,790,17000
Southwest Airlines,844741108,3440,74000
Starbucks Corp,855244109,2479,38500
Starbucks Corp,855244109,24901,386668
Stericycle Inc,858912108,917,25000
Stericycle Inc,858912108,15648,426500
T.Rowe Price,74144T108,2954,32000
T.Rowe Price,74144T108,26034,282000
Texas Instruments Inc,882508104,16159,171000
Texas Instruments Inc,882508104,43942,465000
The Carlyle Group,14309L102,701,44500
The Carlyle Group,14309L102,16514,1048500
The Travelers Companies Inc,89417E109,37721,315000
TransUnion,89400J107,227,4000
Tyson Foods,902494103,12068,226000
Unilever PLC ADR,904767704,209,4000
Unilever PLC ADR,904767704,79608,1523600
Union Pacific,907818108,1534,11100
Union Pacific,907818108,10266,74270
United Health Group Inc,91324P102,12008,48200
United Health Group Inc,91324P102,137215,550800
United Technologies,913017109,5814,54600
United Technologies,913017109,18038,169400
Verisk Analytics Inc,92345Y106,109,1000
Verisk Analytics Inc,92345Y106,7960,73000
Verizon,92343V104,1012,18000
Verizon,92343V104,4216,75000
Visa,92826C839,11228,85100
Visa,92826C839,110922,840700
WR Berkley Corp,084423102,1330,18000
Walgreens Boots Alliance Inc,931427108,46850,685650
Walgreens Boots Alliance Inc,931427108,99922,1462350
Watsco Inc,942622200,3075,22100
Watsco Inc,942622200,37971,272900
Wells Fargo,949746101,783,17000
Wells Fargo,949746101,1751,38000
Whirlpool Corp,963320106,25,230
Whirlpool Corp,963320106,8660,81029
