Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,22280,3060500,0.0011235787334181362
BERKSHIRE HATHAWAY INC DEL,084670702,10035825,47078974,0.5061059040532346
CANADIAN NATL RY CO,136375102,1583893,17126874,0.07987560551211186
CATERPILLAR INC DEL,149123101,1534742,11260857,0.07739692425869019
COCA COLA FEMSA S A B DE C V,191241108,386183,6214719,0.019475179802855302
CROWN CASTLE INTL CORP NEW,22822V101,695144,5332900,0.03505605992204744
ECOLAB INC,278865100,862107,4366426,0.043475991522931294
FEDEX CORP,31428X106,496675,3024999,0.025047283097865927
GRUPO TELEVISA SA,40049J206,142460,16879104,0.007184247143749897
LIBERTY GLOBAL PLC,G5480U104,57206,2119515,0.0028848943008939814
LIBERTY GLOBAL PLC,G5480U120,96552,3639349,0.004869110137746315
LIBERTY LATIN AMERICA LTD,G9001E102,6382,370424,0.0003218437826155541
LIBERTY LATIN AMERICA LTD,G9001E128,10934,636044,0.0005514008021182183
UNITED PARCEL SERVICE INC,911312106,467331,4525329,0.023567467372846995
WALMART INC,931142103,1282015,11603000,0.06465192055309928
WASTE MGMT INC DEL,94106L109,2149767,18633672,0.10841258900377498
