Name of Issuer,CUSIP,Value,Shares,Ratio
ALIBABA GROUP HLDG LTD,01609W102,119149,552383,0.0066697805632174555
ALPHABET INC,02079K305,61128,43107,0.0034218528587596758
ALPHABET INC,02079K107,60758,42981,0.0034011408191421343
AMAZON COM INC,023135106,166798,60460,0.009337099416558638
APPLE INC,037833100,182781,501044,0.01023180354955098
ARCOS DORADOS HOLDINGS INC,G0457F107,12823,3060500,0.0007178121189614469
BERKSHIRE HATHAWAY INC DEL,084670702,7124785,39912525,0.3988346734769346
CANADIAN NATL RY CO,136375102,1516927,17126874,0.0849152760024823
CATERPILLAR INC DEL,149123101,1424498,11260857,0.07974124057056407
COCA-COLA FEMSA SAB DE CV,191241108,272515,6214719,0.015254976963173881
CROWN CASTLE INTL CORP NEW,22822V101,892461,5332900,0.049958615105704735
ECOLAB INC,278865100,868700,4366426,0.0486285103128604
FEDEX CORP,31428X106,424165,3024999,0.023744114282093276
GRUPO TELEVISA SA,40049J206,88447,16879104,0.0049511291028451285
LIBERTY GLOBAL PLC,G5480U104,46333,2119515,0.0025936511664852776
LIBERTY GLOBAL PLC,G5480U120,78282,3639349,0.0043821077982172645
LIBERTY LATIN AMERICA LTD,G9001E102,3601,370424,0.00020157852611558683
LIBERTY LATIN AMERICA LTD,G9001E128,6004,636044,0.0003360948266587013
SCHRODINGER INC,80810D103,639311,6981664,0.03578766151332462
TWITTER INC,90184L102,8115,272420,0.0004542654094495938
UNITED PARCEL SERVICE INC,911312106,503126,4525329,0.028164231471933004
WALMART INC,931142103,1389807,11603000,0.07779929093172047
WASTE MGMT INC DEL,94106L109,1973492,18633672,0.11047309321324679
