Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,16098,3060500,0.0009455761538593023
AUTONATION INC,05329W102,119581,1898716,0.0070240366539103755
BERKSHIRE HATHAWAY INC,084670702,9340591,68625314,0.5486544982328745
BP PLC,055622104,300091,7509796,0.01762696568441992
CANADIAN NATL RY CO,136375102,989077,17126874,0.05809713166422519
CATERPILLAR INC,149123101,955146,11260857,0.056104067651515536
COCA COLA FEMSA SAB DE CV,191241108,493759,6214719,0.029002778988285207
CROWN CASTLE INTL CORP NEW,22822V101,428232,5332900,0.025153805908776042
ECOLAB INC,278865100,493712,4366425,0.029000018267746543
FEDEX CORP,31428X106,515460,3024999,0.030277468273593983
GRUPO TELEVISA SA,40049J206,655247,16879103,0.038488379804189725
LIBERTY GLOBAL PLC,G5480U104,114602,2119515,0.006731576493016757
LIBERTY GLOBAL PLC,G5480U120,184260,3639349,0.010823199286253886
UNITED PARCEL SERVICE INC,911312106,438550,4525329,0.025759872175114735
WAL-MART STORES INC,931142103,823001,11603000,0.04834203753275933
WALGREENS BOOTS ALLIANCE INC,931427108,293463,3475398,0.017237645349733658
WASTE MGMT INC DEL,94106L109,863671,18633672,0.05073094187972527
