Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,16129,3060500,0.0008740855606690654
AUTONATION INC,05329W102,92487,1898717,0.005012186201847594
BERKSHIRE HATHAWAY INC DEL,084670702,10741340,74349971,0.5821098763864504
CANADIAN NATL RY CO,136375102,1120098,17126874,0.060701933680593886
CATERPILLAR INC DEL,149123101,999626,11260857,0.054173144811790884
COCA COLA FEMSA S A B DE C V,191241108,466104,6214719,0.025259766642079115
CROWN CASTLE INTL CORP NEW,22822V101,502413,5332900,0.027227475280081043
ECOLAB INC,278865100,531481,4366426,0.02880276941347607
FEDEX CORP,31428X106,528407,3024999,0.02863617886145817
GRUPO TELEVISA SA,40049J206,433624,16879104,0.02349956458302206
LIBERTY GLOBAL PLC,G5480U104,72445,2119515,0.003926041815529199
LIBERTY GLOBAL PLC,G5480U120,120244,3639349,0.006516432770605189
LIBERTY GLOBAL PLC,G5480U138,10220,370424,0.0005538566823757113
LIBERTY GLOBAL PLC,G5480U153,17841,636044,0.0009668646839789693
UNITED PARCEL SERVICE INC,911312106,494890,4525329,0.02681977823296632
WAL-MART STORES INC,931142103,836808,11603000,0.045349481669809615
WALGREENS BOOTS ALLIANCE INC,931427108,280187,3475398,0.015184289849785072
WASTE MGMT INC DEL,94106L109,1188083,18633672,0.06438627287348163
