Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,8325,3060500,0.00048296278436718213
AUTONATION INC,05329W102,110467,1898716,0.006408582570653395
BERKSHIRE HATHAWAY INC,084670702,10351354,79381548,0.6005187687459902
BP PLC,055622104,187484,6134939,0.0108766119716873
CANADIAN NATL RY CO,136375102,972121,17126874,0.05639618797619333
CATERPILLAR INC,149123101,736010,11260857,0.04269855122187264
COCA COLA FEMSA SAB DE CV,191241108,431177,6214719,0.025014107444455074
CROWN CASTLE INTL CORP NEW,22822V101,420606,5332900,0.024400846232017177
ECOLAB INC,278865100,479084,4366425,0.027793362472764815
FEDEX CORP,31428X106,435539,3024999,0.025267162539399177
GRUPO TELEVISA SA,40049J206,439194,16879103,0.025479202056139363
LIBERTY GLOBAL PLC,G5480U104,91012,2119515,0.005279929000699818
LIBERTY GLOBAL PLC,G5480U120,149286,3639349,0.00866061047772242
LIBERTY GLOBAL PLC,G5480U138,3570,105975,0.00020710836518808893
LIBERTY GLOBAL PLC,G5480U153,6231,181967,0.00036148241554257197
UNITED PARCEL SERVICE INC,911312106,446605,4525329,0.02590914045793458
WALGREENS BOOTS ALLIANCE INC,931427108,288806,3475398,0.01675466064888269
WAL-MART STORES INC,931142103,752339,11603000,0.043645854441804376
WASTE MGMT INC DEL,94106L109,928143,18633672,0.05384486817668583
