Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,16557,3060500,0.000827998294494544
AUTONATION INC,05329W102,114701,1898716,0.005736077331450063
BERKSHIRE HATHAWAY INC DEL,084670702,11805591,78625314,0.5903852880050817
BP PLC,055622104,282302,7405614,0.014117628467258485
CANADIAN NATL RY CO,136375102,1180213,17126874,0.059021220700627486
CATERPILLAR INC DEL,149123101,1030706,11260857,0.05154453162561415
COCA COLA FEMSA SAB DE CV,191241108,537697,6214719,0.026889665939169704
CROWN CASTLE INTL CORP NEW,22822V101,419699,5332900,0.020988709077795834
DIAMOND FOODS INC,252603105,294,10412,1.4702633241613572e-05
ECOLAB INC,278865100,456379,4366425,0.02282303760603524
FEDEX CORP,31428X106,525321,3024999,0.02627075509223702
GRUPO TELEVISA SA,40049J206,574902,16879103,0.02875024916962628
LIBERTY GLOBAL PLC,G5480U104,106410,2119515,0.005321453072245239
LIBERTY GLOBAL PLC,G5480U120,170656,3532529,0.008534328498234033
REPUBLIC SVCS INC,760759100,54338,1350000,0.0027173866839550966
UNITED PARCEL SERVICE INC,911312106,503081,4525329,0.025158555897361216
WAL-MART STORES INC,931142103,996466,11603000,0.04983222495148881
WALGREENS BOOTS ALLIANCE INC,931427108,264825,3475398,0.013243621932688144
WASTE MGMT INC DEL,94106L109,956280,18633672,0.047822565021395334
