Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,30850,3060500,0.0015577172620470747
AUTONATION INC,05329W102,101069,1898716,0.005103303920837465
BERKSHIRE HATHAWAY INC DEL,084670702,9627664,77039804,0.48613220116658634
BP PLC,055622104,351864,7315267,0.017766762615654196
CANADIAN NATL RY CO,136375102,962873,17126874,0.04861860269883478
CATERPILLAR INC,149123101,1118991,11260857,0.05650151043031826
COCA COLA CO,191216100,1314517,34002000,0.06637425679592657
COCA COLA FEMSA SAB,191241108,655777,6214719,0.03311232262409869
CROWN CASTLE INTL CORP,228227104,393461,5332900,0.01986713100947501
ECOLAB INC,278865100,471530,4366425,0.023809089807878676
EXXON MOBIL CORP,30231G102,795492,8143858,0.04016698931022209
FEDEX CORP,31428X106,400994,3024999,0.020247496783705177
GRUPO TELEVISA SA,40049J206,561905,16879103,0.028372418740050618
LIBERTY GLOBAL PLC,G5480U104,88172,2119515,0.00445209226674926
LIBERTY GLOBAL PLC,G5480U120,143809,3532529,0.007261386117916622
MCDONALDS CORP,580135101,1065831,10872500,0.053817288399510395
REPUBLIC SVCS INC,760759100,46116,1350000,0.002328547463745961
THAI FUND INC,882904105,2970,274254,0.00014996500059253847
WAL-MART STORES INC,931142103,886817,11603000,0.04477828684527717
WASTE MGMT INC DEL,94106L109,783919,18633672,0.039582630740573124
