Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,34278,3060500,0.0017165553394546023
AUTONATION INC,05329W102,113315,1898716,0.005674527927250664
BERKSHIRE HATHAWAY INC DEL,084670702,9117358,72039804,0.4565741745906743
BP PLC,055622104,385880,7315267,0.01932389212873394
CANADIAN NATL RY CO,136375102,1113589,17126874,0.05576571398296024
CATERPILLAR INC DEL,149123101,1223717,11260857,0.06128064502979659
COCA COLA CO,191216100,1440325,34002000,0.07212782453176819
COCA COLA FEMSA SAB DE CV,191241108,706116,6214719,0.03536049915614464
CROWN CASTLE INTL CORP,228227104,396021,5332900,0.01983172769957848
ECOLAB INC,278865100,486158,4366425,0.02434556014699138
EXXON MOBIL CORP,30231G102,819924,8143858,0.04105971527355667
FEDEX CORP,31428X106,457924,3024999,0.02293167300497139
GRUPO TELEVISA SA,40049J206,579122,16879103,0.02900096158747967
LIBERTY GLOBAL PLC,G5480U104,93725,2119515,0.004693510391224185
LIBERTY GLOBAL PLC,G5480U120,149461,3532529,0.0074846279710083525
MCDONALDS CORP,580135101,1095296,10872500,0.05484964691881872
REPUBLIC SVCS INC,760759100,51260,1350000,0.002566970847203539
THAI FD INC,882904105,1072,95586,5.368304229813098e-05
WAL-MART STORES INC,931142103,871037,11603000,0.043619324733430144
WASTE MGMT INC DEL,94106L109,833484,18633672,0.04173876569665616
