Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,24178,3060500,0.0011027260109431577
AUTONATION INC,05329W102,67784,1898717,0.0030915369313330716
BERKSHIRE HATHAWAY INC DEL,084670702,11654385,57078974,0.5315408007711876
CANADIAN NATL RY CO,136375102,1269273,17126874,0.057889831751503626
CATERPILLAR INC DEL,149123101,1430917,11260857,0.06526219684840559
COCA COLA FEMSA S A B DE C V,191241108,378104,6214719,0.01724481411372536
CROWN CASTLE INTL CORP NEW,22822V101,579313,5332900,0.026421685564459986
ECOLAB INC,278865100,643393,4366426,0.02934428804527881
FEDEX CORP,31428X106,488023,3024999,0.02225807163696388
GRUPO TELEVISA SA,40049J206,212339,16879104,0.009684495758030407
LIBERTY GLOBAL PLC,G5480U104,45230,2119515,0.00206287937277521
LIBERTY GLOBAL PLC,G5480U120,75116,3639349,0.0034259395747376228
LIBERTY LATIN AMERICA LTD,G9001E102,5364,370424,0.0002446448144056207
LIBERTY LATIN AMERICA LTD,G9001E128,9267,636044,0.000422655386856243
MICROSOFT CORP,594918104,1625120,16000000,0.07411953407659627
UNITED PARCEL SERVICE INC,911312106,441355,4525329,0.020129607021251442
WALMART INC,931142103,1080819,11603000,0.04929469866910302
WALGREENS BOOTS ALLIANCE INC,931427108,237474,3475398,0.01083086924984347
WASTE MGMT INC DEL,94106L109,1658210,18633672,0.07562872440259961
