Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,30758,3060500,0.0011944775046348235
AUTONATION INC,05329W102,90113,1898717,0.0034995107411131365
BERKSHIRE HATHAWAY INC DEL,084670702,12570247,68569972,0.4881616902660569
CANADIAN NATL RY CO,136375102,1418962,17126874,0.05510495444865201
CATERPILLAR INC DEL,149123101,1404341,11260857,0.054537152394055946
COCA COLA FEMSA S A B DE C V,191241108,479341,6214719,0.01861506084755709
CROWN CASTLE INTL CORP NEW,22822V101,533183,5332900,0.02070599841841827
ECOLAB INC,278865100,561566,4366426,0.02180824352583911
FEDEX CORP,31428X106,682379,3024999,0.02649997935936037
GRUPO TELEVISA SA,40049J206,416407,16879104,0.016171038242814
LIBERTY GLOBAL PLC,G5480U104,71873,2119515,0.002791165930509743
LIBERTY GLOBAL PLC,G5480U120,119007,3639349,0.00462160037694507
LIBERTY GLOBAL PLC,G5480U138,8801,370424,0.0003417841380548502
LIBERTY GLOBAL PLC,G5480U153,14820,636044,0.0005755301586152573
MICROSOFT CORP,594918104,4171440,56000000,0.16199659411970507
UNITED PARCEL SERVICE INC,911312106,543447,4525329,0.021104597713156936
WALGREENS BOOTS ALLIANCE INC,931427108,268370,3475398,0.010422066711712322
WAL-MART STORES INC,931142103,906658,11603000,0.03520978559715196
WASTE MGMT INC DEL,94106L109,1458458,18633672,0.05663876950564717
