Name of Issuer,CUSIP,Value,Shares,Ratio
ARCOS DORADOS HOLDINGS INC,G0457F107,14599,3060500,0.0008678898013585189
AUTONATION INC,05329W102,89202,1898717,0.00530293212280174
BERKSHIRE HATHAWAY INC DEL,084670702,9321804,64381548,0.5541679993056406
CANADIAN NATL RY CO,136375102,1011513,17126874,0.06013301025012395
CATERPILLAR INC DEL,149123101,853686,11260857,0.05075041940972317
COCA COLA FEMSA SAB DE CV,191241108,515573,6214719,0.030650082098487273
CROWN CASTLE INTL CORP NEW,22822V101,540916,5332900,0.03215668743007361
ECOLAB INC,278865100,517858,4366426,0.03078592210096033
FEDEX CORP,31428X106,459134,3024999,0.02729486376169205
GRUPO TELEVISA SA,40049J206,439532,16879104,0.026129552720783104
LIBERTY GLOBAL PLC,G5480U104,61593,2119515,0.003661616311738835
LIBERTY GLOBAL PLC,G5480U120,104267,3639349,0.006198524961863737
LIBERTY GLOBAL PLC,G5480U138,11950,370424,0.0007104105162157888
LIBERTY GLOBAL PLC,G5480U153,20665,636044,0.0012285048801338307
UNITED PARCEL SERVICE INC,911312106,487468,4525329,0.028979279792358006
WALGREENS BOOTS ALLIANCE INC,931427108,289396,3475398,0.01720418089964723
WAL-MART STORES INC,931142103,847251,11603000,0.050367867805384374
WASTE MGMT INC DEL,94106L109,1234853,18633672,0.07341025583101385
