Name of Issuer,CUSIP,Value,Shares,Ratio
ALIBABA GROUP HLDG LTD,01609W102,162390,552383,0.007355474039443441
ALPHABET INC,02079K305,63178,43107,0.0028616548978629085
ALPHABET INC,02079K107,63165,42981,0.002861066061342724
AMAZON COM INC,023135106,190372,60460,0.008622922001582158
APPLE INC,037833100,232104,2004176,0.010513177821608353
BERKSHIRE HATHAWAY INC DEL,084670702,10030411,47104399,0.45432863917388955
BOSTON PROPERTIES INC,101121101,88275,1099310,0.003998426447637599
CANADIAN NATL RY CO,136375102,1823327,17126874,0.08258780967988355
CATERPILLAR INC DEL,149123101,1679557,11260857,0.0760757307178121
COCA-COLA FEMSA SAB DE CV,191241108,253063,6214719,0.011462518177496616
CROWN CASTLE INTL CORP NEW,22822V101,887928,5332900,0.040218802591877184
ECOLAB INC,278865100,872587,4366426,0.03952393020294251
FEDEX CORP,31428X106,760848,3024999,0.03446269913148878
GRUPO TELEVISA SA,40049J206,104313,16879104,0.004724869533077552
LIBERTY GLOBAL PLC,G5480U104,44531,2119515,0.002017036852333616
LIBERTY GLOBAL PLC,G5480U120,74734,3639349,0.003385085269190012
LIBERTY LATIN AMERICA LTD,G9001E102,3056,370424,0.00013842187736030022
LIBERTY LATIN AMERICA LTD,G9001E128,7613,935282,0.00034483172524344427
SCHRODINGER INC,80810D103,236679,4981664,0.010720402981596367
TWITTER INC,90184L102,12123,272420,0.0005491127026305366
UBER TECHNOLOGIES INC,90353T100,976,26767,4.4208034130776514e-05
UNITED PARCEL SERVICE INC,911312106,754056,4525329,0.03415505469725084
WALMART INC,931142103,1623376,11603000,0.07353100575315928
WASTE MGMT INC DEL,94106L109,2108773,18633672,0.09551711962915982
