Name of Issuer,CUSIP,Value,Shares,Ratio
AUTONATION INC,05329W102,94347,1898716,0.004705363322204849
BERKSHIRE HATHAWAY INC DEL,084670702,9726639,82039804,0.4850961917064374
BP PLC,055622104,355595,7315267,0.01773457206439456
CANADIAN NATL RY CO,136375102,976574,17126874,0.04870462739693767
CATERPILLAR INC DEL,149123101,1022598,11260857,0.05099998010069249
COCA COLA CO,191216100,1404623,34002000,0.07005269426399718
COCA COLA FEMSA SAB DE CV,191241108,756766,6214719,0.03774215375042847
CROWN CASTLE INTL CORP,228227104,391595,5332900,0.019529998305815848
ECOLAB INC,278865100,455287,4366425,0.02270650631049932
EXXON MOBIL CORP,30231G102,824158,8143858,0.04110319167436913
FEDEX CORP,31428X106,434904,3024999,0.021689945947196813
GRUPO TELEVISA SA,40049J206,510762,16879103,0.025473208275578377
LIBERTY GLOBAL PLC,G5480U104,188616,2119515,0.009406836554219953
LIBERTY GLOBAL PLC,G5480U120,59573,706507,0.002971081318894183
MCDONALD S CORP,580135101,1054959,10872500,0.05261391867287678
REPUBLIC SVCS INC,760759100,44820,1350000,0.002235305670569508
WAL-MART STORES INC,931142103,913040,11603000,0.045535999318536
WASTE MANAGEMENT INC DEL,94106L109,836093,18633672,0.04169842534635144
