Name of Issuer,CUSIP,Value,Shares,Ratio
ADIENT PLC,G0084W101,53436,2514587,0.039650303261451886
AERCAP HOLDINGS NV,N00985106,196752,3200769,0.1459928974342612
ALTICE USA INC,02156K103,58992,2157740,0.043772937532741404
BRIGHTHOUSE FINL INC,10922N103,140209,3574000,0.10403715416544852
CHEMOURS CO,163851108,123206,6810743,0.09142067639101806
CNX RESOURCES CORPORATION,12653C108,52059,5882261,0.03862854887132128
CONSOL COAL RES LP,20855T100,51591,5488438,0.038281285941342245
CONSOL ENERGY INC NEW,20854L108,8852,610053,0.006568315077295683
DXC TECHNOLOGY CO,23355L106,30561,813000,0.02267671453651529
ECHOSTAR CORP,278768106,29321,677000,0.021756616175032387
EXELA TECHNOLOGIES INC,30162V102,3272,8022928,0.0024278724506226245
GENERAL MTRS CO,37045V100,225263,6154702,0.1671484816150991
GREEN BRICK PARTNERS INC,392709101,276883,24118668,0.20545128598586312
MEDICINES CO,584688105,19528,229900,0.014490065163740408
NEUBASE THERAPEUTICS INC,64132K102,11077,1538462,0.008219298024311374
SCIENTIFIC GAMES CORP,80874P109,30177,1126842,0.02239178085037865
TEEKAY LNG PARTNERS L P,Y8564M105,13214,849274,0.009804983668254084
TEMPUR SEALY INTL INC,88023U101,23289,267500,0.01728078285530266
