Name of Issuer,CUSIP,Value,Shares,Ratio
ADIENT PLC,G0084W101,28878,587075,0.009208428463922655
AERCAP HOLDINGS NV,N00985106,219925,4061408,0.0701282509151669
ALTABA INC,021346101,129164,1764300,0.04118697465593551
APPLE INC,037833100,26304,142100,0.008387648116733206
AUTOZONE INC,053332102,4026,6000,0.0012837846456040102
BEST BUY INC,086516101,3849,51600,0.0012273440389790947
BRIGHTHOUSE FINL INC,10922N103,464011,11580000,0.14796080407137663
CLIPPER RLTY INC,18885T306,6241,730772,0.0019900894121248455
CNX RESOURCES CORPORATION,12653C108,135572,7625000,0.043230315939847705
CONDUENT INC,206787103,27972,1539447,0.008919529087639188
CONSOL COAL RES LP,20855T100,82601,5488438,0.026339268631777657
DOLLAR GEN CORP NEW,256677105,4288,43500,0.0013673294983482353
DOLLAR TREE INC,256746108,3995,47000,0.001273899567607556
DSW INC,23334L102,5360,207600,0.0017091618729352942
ENSCO PLC,G3157S106,145200,20000000,0.0463004298414561
EXELA TECHNOLOGIES INC,30162V102,39827,8384629,0.0126997742375735
GAP INC DEL,364760108,4340,134000,0.0013839109195035778
GENERAL MTRS CO,37045V100,833737,21160843,0.26585662172676366
GREEN BRICK PARTNERS INC,392709101,236364,24118668,0.0753702121146414
IAC INTERACTIVECORP,44919P508,49734,326147,0.015858853841149986
MEDICINES CO,584688105,36700,1000000,0.01170265685386666
MICRON TECHNOLOGY INC,595112103,14447,275500,0.004606765219831379
MYLAN N V,N59465109,247885,6859000,0.079043953521001
PERRIGO CO PLC,G97822103,135096,1852920,0.04307853216157957
TEMPUR SEALY INTL INC,88023U101,37562,781700,0.011977525796864836
TJX COS INC NEW,872540109,4284,45000,0.001366054004413209
TWITTER INC,90184L102,70029,1603600,0.022330391193989874
VENATOR MATLS PLC,G9329Z100,2148,131294,0.000684940243109144
VOYA FINL INC,929089100,136501,2904268,0.043526549406257574
