Name of Issuer,CUSIP,Value,Shares,Ratio
AECOM,00766T100,99597,3234706,0.016887307568335886
AERCAP HOLDINGS NV,N00985106,350436,9041210,0.05941866235948226
ALLERGAN PLC,G0177J108,117182,437200,0.019868956650026966
AMERICAN CAPITAL AGENCY CORP,02503X105,89424,4800000,0.015162410433957533
APPLE INC,037833100,895139,8213040,0.15177653553232143
AVANGRID INC,05351W103,140384,3500000,0.02380300396270234
BAXTER INTL INC,071813109,49241,1198663,0.008349126097898807
CHEMOURS CO,163851108,61899,8842600,0.010495370856275018
CIGNA CORPORATION,125509109,59700,435000,0.010122516359224199
CNX COAL RES LP,12592V100,39407,5488438,0.006681708579027604
COMMUNITY HEALTH SYS INC NEW,203668108,20785,1122932,0.003524229523056532
CONSOL ENERGY INC,20854P109,334291,29609565,0.05668117447640564
DILLARDS INC,254067101,133243,1569224,0.022592201796517754
DSW INC,23334L102,96741,3500000,0.01640305452441722
E M C CORP MASS,268648102,65958,2475000,0.01118360023486951
GENERAL MTRS CO,37045V100,480768,15296466,0.08151728551074539
GLOBALSTAR INC,378973408,16558,11263715,0.0028075146712903563
GREEN BRICK PARTNERS INC,392709101,183061,24118668,0.03103916193025027
HATTERAS FINL CORP,41902R103,89946,6290000,0.015250918868455272
HUMANA INC,444859102,70308,384300,0.011921170522350668
IAC INTERACTIVECORP,44919P508,54676,1161348,0.00927066506628044
INGRAM MICRO INC,457153104,37825,1053304,0.006413470373327559
LAMAR ADVERTISING CO NEW,512816109,9107,148072,0.0015441500248484887
LIBERTY GLOBAL PLC,G5480U104,47857,1243018,0.00811446005700825
LIBERTY GLOBAL PLC,G5480U120,123752,3294780,0.02098294211870541
MACYS INC,55616P104,311116,7056400,0.052751705186204284
MARKET VECTORS ETF TR,57060U100,164565,8240596,0.02790304697915796
MICHAEL KORS HLDGS LTD,G60754101,384480,6750000,0.06519104003005896
MYLAN N V,N59465109,133951,2890000,0.022712247719169857
OIL STS INTL INC,678026105,27971,887428,0.004742661726697823
PVH CORP,693656100,60900,614770,0.010325984024736242
SUNEDISON INC,86732Y109,11373,21054173,0.0019283647998903988
SUNEDISON INC,86732YAC3,821,22260000,0.00013920579448782356
TAKE-TWO INTERACTIVE SOFTWAR,874054109,107171,2844966,0.01817152765049274
TERRAFORM GLOBAL INC,88104M101,4523,1900000,0.0007669035425924798
TERRAFORM PWR INC,88104R100,24653,2850000,0.004180073631557021
TIME WARNER INC,887317303,419680,5784700,0.07115942488507893
TRI POINTE GROUP INC,87265H109,56380,4786061,0.009559589151307543
TWENTY FIRST CENTY FOX INC,90130A101,132934,4768079,0.022539808872648403
VODAFONE GROUP PLC NEW,92857W308,32602,1017230,0.005527877359186387
VOYA FINL INC,929089100,130788,4393301,0.022175940864157695
YAHOO INC,984332106,162258,4408000,0.027511880392211054
YELP INC,985817105,64292,3233966,0.010901119292583621
