Name of Issuer,CUSIP,Value,Shares,Ratio
AECOM,00766T100,97525,3069706,0.01788960121185195
AERCAP HOLDINGS NV,N00985106,382801,11396308,0.07021950508585632
AMAYA INC,02314M108,60754,3962684,0.011144474053061813
AMERCO,023586100,29473,78687,0.00540641083329313
AMERISOURCEBERGEN CORP,03073E105,42436,535000,0.007784292407343239
APPLE INC,037833100,655313,6854740,0.12020803116064945
ARRIS INTL INC,G0551A103,39195,1870000,0.007189776154817095
AVANGRID INC,05351W103,153057,3323000,0.028076172188489353
CALPINE CORP,131347304,83486,5660000,0.015314342443195815
CHEMOURS CO,163851108,135217,16409886,0.024803672976805795
CIGNA CORPORATION,125509109,55675,435000,0.01021280233242612
CNX COAL RES LP,12592V100,50823,5488438,0.009322770596154337
COMMUNITY HEALTH SYS INC NEW,203668108,29149,2419017,0.005346977551645963
CONSOL ENERGY INC,20854P109,353980,22000000,0.0649326945600754
DILLARDS INC,254067101,118005,1947272,0.02164637160732724
DSW INC,23334L102,90015,4250000,0.01651199644280803
F M C CORP,302491303,33325,719600,0.006113006515098347
GENERAL MTRS CO,37045V100,487096,17211867,0.08935096838644693
GREEN BRICK PARTNERS INC,392709101,175344,24118668,0.03216441153438573
HATTERAS FINL CORP,41902R103,124271,7577500,0.022795781924614754
HERTZ GLOBAL HOLDINGS INC,42805T105,36531,3300000,0.0067011025057181605
HUMANA INC,444859102,69127,384300,0.01268038413711038
IAC INTERACTIVECORP,44919P508,57533,1021900,0.010553626521625002
LAMAR ADVERTISING CO NEW,512816109,9817,148072,0.0018007917466982886
LIBERTY GLOBAL PLC,G5480U138,5003,155084,0.0009177305804962349
LIBERTY GLOBAL PLC,G5480U153,13355,411079,0.0024497885074010028
LIBERTY GLOBAL PLC,G5480U104,36123,1243018,0.006626260595495801
LIBERTY GLOBAL PLC,G5480U120,94396,3294780,0.01731562979742606
MICHAEL KORS HLDGS LTD,G60754101,239240,4835095,0.0438852416705815
MYLAN N V,N59465109,213822,4945000,0.0392226640381503
PERRIGO CO PLC,G97822103,47859,527834,0.008779066130715432
PVH CORP,693656100,57929,614770,0.010626267199193762
QUORUM HEALTH CORP,74909E106,31059,2900000,0.005697340415677106
RITE AID CORP,767754104,77371,10330000,0.014192630970132758
TAKE-TWO INTERACTIVE SOFTWAR,874054109,103653,2733466,0.01901369735362307
TERRAFORM GLOBAL INC,88104M101,6129,1880191,0.0011242795778255894
TERRAFORM PWR INC,88104R100,19171,1758825,0.0035166526001785565
TIME WARNER INC,887317303,346874,4716809,0.06362919795703598
TRI POINTE GROUP INC,87265H109,53143,4496061,0.009748342242516772
TWENTY FIRST CENTY FOX INC,90130A101,128976,4768079,0.02365884856087995
VANECK VECTORS ETF TR,92189F106,228347,8240596,0.041887072729277185
VODAFONE GROUP PLC NEW,92857W308,3089,100000,0.0005666339722472255
VOYA FINL INC,929089100,122396,4943301,0.02245183932248994
YAHOO INC,984332106,165565,4408000,0.03037059035775717
YELP INC,985817105,88043,2900000,0.01615026054339996
