Name of Issuer,CUSIP,Value,Shares,Ratio
AERCAP HOLDINGS NV,N00985106,101905,2225000,0.014199039305861283
AETNA INC NEW,00817Y108,261113,3220440,0.036382451795999776
AMDOCS LTD,G02602103,106662,2302245,0.014861860855127581
AMERICAN CAPITAL AGENCY CORP,02503X105,122628,5238308,0.01708650009321581
ANADARKO PETE CORP,032511107,122059,1115000,0.01700721788562016
APPLE INC,037833100,878406,9452342,0.12239361484229808
BABCOCK & WILCOX CO NEW,05615F102,48292,1487751,0.006728816114603337
BIOFUEL ENERGY CORP,09064Y307,9809,1427825,0.001366747230765844
BP PLC,055622104,78071,1480000,0.010878104093497827
CHEMTURA CORP,163893209,76337,2921428,0.010636495397591214
CHICOS FAS INC,168615102,31815,1875895,0.004432976159324632
CIGNA CORPORATION,125509109,284760,3096230,0.039677331168608596
CIVEO CORP,178787107,154044,6154400,0.021463881171994457
COMPUTER SCIENCES CORP,205363104,146940,2325000,0.020474037933401273
CONNS INC,208242107,172865,3500000,0.024086324808475643
DSW INC,23334L102,5073,181574,0.000706851738370387
E M C CORP MASS,268648102,155406,5900000,0.02165365686047474
EINSTEIN NOAH REST GROUP INC,28257U104,108139,6733469,0.015067660188376755
FIFTH STREET FINANCE CORP,31678A103,19646,1998692,0.0027373958706928096
IAC INTERACTIVECORP,44919P508,130148,1879930,0.01813430712505995
INTREXON CORP,46122T102,9424,375000,0.0013131028548004193
LAM RESEARCH CORP,512807108,178411,2640000,0.024859082494460696
LIBERTY GLOBAL PLC,G5480U104,55139,1246918,0.0076828499905390825
LIBERTY GLOBAL PLC,G5480U120,131545,3109080,0.018328959574991633
MARKET VECTORS ETF TR,57060U100,228895,8653896,0.03189332321196328
MARVELL TECHNOLOGY GROUP LTD,G5876H105,567171,39579328,0.07902736197580736
MCDERMOTT INTL INC,580037109,87145,10771864,0.012142439333784226
MICRON TECHNOLOGY INC,595112103,1329345,40344293,0.185225670046123
NATIONAL OILWELL VARCO INC,637071101,144454,1754147,0.020127648534310247
NORTHSTAR RLTY FIN CORP,66704R100,78899,4539575,0.010993474335833859
OIL STS INTL INC,678026105,176247,2750000,0.024557559300722568
SPIRIT AEROSYSTEMS HLDGS INC,848574109,108930,3232364,0.015177874997178445
SUNEDISON INC,86732Y109,481458,21303488,0.06708445185340622
TAKE-TWO INTERACTIVE SOFTWAR,874054109,106751,4800000,0.01487426176281829
TALMER BANCORP INC,87482X101,30728,2306158,0.004281517882248226
TEMPUR SEALY INTL INC,88023U101,107460,1800000,0.014973051016219551
TIME INC NEW,887228104,81137,3350000,0.011305308396640663
URS CORP NEW,903236107,87751,1913879,0.012226876974914218
VODAFONE GROUP PLC NEW,92857W308,25023,749394,0.0034866057656696616
VOYA FINL INC,929089100,146863,4041368,0.020463309058208187
