Name of Issuer,CUSIP,Value,Shares,Ratio
ALPHABET INC,02079K107,11659,15000,0.32947127476191823
COTY INC,222070203,12925,550000,0.3652471246502953
GORES HLDGS INC,382866101,3240,300000,0.09155904710769491
HCA HOLDINGS INC,40412C101,7563,100000,0.21372255348009156
