Name of Issuer,CUSIP,Value,Shares,Ratio
AMGEN INC,031162100,5997,40000,0.11737649729899005
APPLE INC,037833100,8174,75000,0.15998590777421123
FIRST SOLAR INC,336433107,6847,100000,0.13401315274406952
GENTHERM INC,37253A103,1955,47000,0.03826430752368277
HCA HOLDINGS INC,40412C101,7805,100000,0.15276364205746495
NEXPOINT RESIDENTIAL TR INC,65341D102,7984,609905,0.15626712596884051
TAILORED BRANDS INC,87403A107,7160,400000,0.14013935645502232
THERAVANCE BIOPHARMA INC,G8807B106,5170,275000,0.10119001017771863
