Name of Issuer,CUSIP,Value,Shares,Ratio
AMERICAN AIRLS GROUP INC,02376R102,2084496,49278854,0.012877288361699428
AMERICAN EXPRESS CO,025816109,11993921,151610700,0.07409425554399834
APPLE INC,037833100,18583441,129357106,0.11480200897945017
BANK OF NEW YORK MELLON CORP,064058100,1559160,33012059,0.009631946006145984
CHARTER COMMUNICATIONS INC N,16119P108,3091043,9443491,0.019095384231685972
COCA COLA CO,191216100,16976000,400000000,0.10487179981549952
COSTCO WHSL CORP NEW,22160K105,726662,4333363,0.004489064078553871
DAVITA HEALTHCARE PARTNERS I,23918K108,2621301,38565570,0.016193482194166393
DELTA AIR LINES INC DEL,247361702,2528995,55025995,0.015623247960320405
GENERAL ELECTRIC CO,369604103,315448,10585502,0.0019487275864867868
GENERAL MTRS CO,37045V100,1768001,50000000,0.010922092774835235
GOLDMAN SACHS GROUP INC,38141G104,2517620,10959519,0.015552977182581168
GRAHAM HLDGS CO,384637104,64496,107575,0.0003984337653687828
INTERNATIONAL BUSINESS MACHS,459200101,11242819,64561955,0.06945420968013044
JOHNSON & JOHNSON,478160104,40740,327100,0.0002516774931953022
KRAFT HEINZ CO,500754106,29570898,325634818,0.18267868139847757
LIBERTY MEDIA CORP DELAWARE,531229409,398845,10247800,0.0024639251294423245
LIBERTY MEDIA CORP DELAWARE,531229607,865070,22307109,0.00534410036913255
M & T BK CORP,55261F104,832764,5382040,0.005144525182702323
MASTERCARD INC,57636Q104,555012,4934756,0.003428670320405279
MONDELEZ INTL INC,609207105,24900,578000,0.0001538235046775411
MOSANTO CO NEW,61166W101,910330,8041784,0.0056237008438998395
MOODYS CORP,615369105,2764002,24669778,0.01707503913958767
PHILLIPS 66,718546104,6392254,80689892,0.03948911297465987
PROCTER & GAMBLE CO,742718109,28339,315400,0.00017506844574525452
RESTAURANT BRANDS INTL INC,76131D103,470347,8438225,0.002905639516247688
SANOFI,80105N105,176741,3905875,0.0010918441783218191
SIRIUS XM HLDGS INC,82968B103,887476,172325353,0.005482516812739176
SOUTHWEST AIRLS CO,844741108,2562172,47659456,0.01582820388058895
TORCHMARK CORP,891027104,489492,6353727,0.0030239106406272673
US BANCORP DEL,902973304,4380754,85063167,0.027062768410046463
U S G CORP,903293405,1240264,39002016,0.007661917879734372
UNITED CONTL HLDGS INC,910047109,2045124,28951353,0.012634061894785205
UNITED PARCEL SERVICE INC,911312106,6374,59400,3.937634613713442e-05
VERISIGN INC,92343E102,1128313,12952745,0.006970323696113672
VERIZON COMMUNICATIONS INC,92343V104,45,928,2.779942855618213e-07
VERISK ANALYTICS INC,92345Y106,126857,1563434,0.0007836782463003548
VISA INC,92826C839,938686,10562460,0.005798874309708529
WABCO HLDGS INC,92927K102,341522,2908554,0.0021098036531920963
WAL MART STORES INC,931142103,100445,1393513,0.0006205141336279365
WELLS FARGO & CO NEW,949746101,26700340,479704270,0.16494537650128266
AXALTA COATING SYS LTD,G0750C108,751033,23324000,0.004639619605963363
LIBERTY GLOBAL PLC,G5480U104,723889,20180897,0.004471933452912472
LIBERTY GLOBAL PLC,G5480U120,257438,7346968,0.0015903620641436478
LIBERTY GLOBAL PLC,G5480U138,60378,2714854,0.00037299419941448105
LIBERTY GLOBAL PLC,G5480U153,29584,1284020,0.0001827596209791316
