Name of Issuer,CUSIP,Value,Shares,Ratio
AMERICAN EXPRESS CO,025816109,14383308,151610700,0.1336982375207317
BANK OF NEW YORK MELLON CORP,064058100,923989,24652836,0.008588823988789183
CHARTER COMMUNICATIONS INC D,16117M305,365701,2309013,0.003399327829145361
CHICAGO BRIDGE & IRON CO N V,167250109,729816,10701110,0.006783913193990585
COCA COLA CO,191216100,16944000,400000000,0.15750082919390157
CONOCOPHILLIPS,20825C104,116184,1355228,0.001079973816044869
COSTCO WHSL CORP NEW,22160K105,499030,4333363,0.004638670844702119
DAVITA HEALTHCARE PARTNERS I,23918K108,2720762,37621152,0.025290502304016645
DEERE & CO,244199105,360277,3978767,0.0033489097166838574
DIRECTV,25490A309,1995014,23467995,0.018544402694372186
EXXON MOBIL CORP,30231G102,4140932,41129643,0.038491514614941054
GENERAL ELECTRIC CO,369604103,278186,10585502,0.0025858431108436437
GENERAL MTRS CO,37045V100,1196451,32960056,0.011121460374756417
GOLDMAN SACHS GROUP INC,38141G104,2115024,12631531,0.019659940614081828
GRAHAM HLDGS CO,384637104,77251,107575,0.0007180769922130601
INTERNATIONAL BUSINESS MACHS,459200101,12720437,70173978,0.11824122847077348
JOHNSON & JOHNSON,478160104,34221,327100,0.00031809701816834903
KRAFT FOODS GROUP INC,50076Q106,11550,192666,0.00010736157797388829
LEE ENTERPRISES INC,523768109,395,88863,3.671673012959816e-06
LIBERTY MEDIA CORP DELAWARE,531229102,546720,4000000,0.005081967264925039
M & T BK CORP,55261F104,667642,5382040,0.0062059825663759935
MASTERCARD INC,57636Q104,297554,4050000,0.0027658759283499877
MEDIA GEN INC,584404107,95387,4646220,0.0008866579080688556
MONDELEZ INTL INC,609207105,21739,578000,0.00020207215095881882
MOODYS CORP,615369105,2162553,24669778,0.020101740478975415
NATIONAL OILWELL VARCO INC,637071101,601342,7302278,0.0055896992226817255
NOW INC,67011P100,66104,1825569,0.0006144614502498624
PHILLIPS 66,718546104,522457,6495800,0.004856433588182143
PRECISION CASTPARTS CORP,740189105,473659,1876622,0.004402837892773502
PROCTER & GAMBLE CO,742718109,4149008,52793078,0.03856658406115033
SANOFI,80105N105,207676,3905875,0.0019304262395935259
SUNCOR ENERGY INC NEW,867224107,701619,16458330,0.006521811513113552
TORCHMARK CORP,891027104,346998,4235818,0.003225476435825393
US BANCORP DEL,902973304,3469692,80094497,0.03225208729033562
U S G CORP,903293405,1175131,39002016,0.01092328298580375
UNITED PARCEL SERVICE INC,911312106,6098,59400,5.668319502032647e-05
VERISIGN INC,92343E102,633798,12985000,0.00589138990447571
VERIZON COMMUNICATIONS INC,92343V104,733996,15000928,0.006822767860304944
VERISK ANALYTICS INC,92345Y106,93837,1563434,0.000872250077258507
VIACOM INC NEW,92553P201,659772,7607200,0.006132827967358288
VISA INC,92826C839,379225,1799749,0.0035250384768093323
WABCO HLDGS INC,92927K102,435433,4076325,0.004047512898866156
WAL MART STORES INC,931142103,4413910,58797259,0.041028947414261926
WELLS FARGO & CO NEW,949746101,24359359,463458123,0.2264293697551894
LIBERTY GLOBAL PLC,G5480U104,436299,9866546,0.0040555626933705185
LIBERTY GLOBAL PLC,G5480U120,310850,7346968,0.0028894672305786297
