Name of Issuer,CUSIP,Value,Shares,Ratio
AMAZON COM INC,023135106,1017447,537300,0.00488919622458273
AMERICAN AIRLS GROUP INC,02376R102,1425057,43700000,0.006847907855854105
AMERICAN EXPRESS CO,025816109,18714825,151610700,0.08993141827901256
APPLE INC,037833100,49398720,249589329,0.23737849276003506
BANK AMER CORP,060505104,26890210,927248600,0.1292170631101539
BANK OF NEW YORK MELLON CORP,064058100,3573379,80937250,0.01717136235676474
CHARTER COMMUNICATIONS INC N,16119P108,2144487,5426609,0.01030502595620877
COCA COLA CO,191216100,20368000,400000000,0.0978755145990907
COSTCO WHSL CORP NEW,22160K105,1145135,4333363,0.005502782669404445
DAVITA HEALTHCARE PARTNERS I,23918K108,2169698,38565570,0.010426173815525231
DELTA AIR LINES INC DEL,247361702,4024169,70910456,0.01933756931012904
GENERAL MTRS CO,37045V100,2784551,72269696,0.013380762080342333
GOLDMAN SACHS GROUP INC,38141G104,3755154,18353635,0.018044856154204335
JPMORGAN CHASE & CO,46625H100,6653769,59514932,0.03197373649344448
JOHNSON & JOHNSON,478160104,45558,327100,0.0002189224614152285
KRAFT HEINZ CO,500754106,10107705,325634818,0.048571132575157216
LIBERTY MEDIA CORP DELAWARE,531229409,561871,14860360,0.002699990831859078
LIBERTY MEDIA CORP DELAWARE,531229607,1180836,31090985,0.005674338725310874
M & T BK CORP,55261F104,915324,5382040,0.004398458735511494
MASTERCARD INC,57636Q104,1305391,4934756,0.0062728699861558145
MONDELEZ INTL INC,609207105,31154,578000,0.00014970609690789828
MOODYS CORP,615369105,4818254,24669778,0.023153431349132326
PNC FINL SVCS GROUP INC,693475105,1190362,8671054,0.005720114557600295
PHILLIPS 66,718546104,519401,5552715,0.0024959073133485033
PROCTER & GAMBLE CO,742718109,34584,315400,0.0001661884719606713
RED HAT INC,756577102,971074,5171890,0.004666357397083534
RESTAURANT BRANDS INTL INC,76131D103,586794,8438225,0.002819754748313965
SIRIUS XM HLDGS INC,82968B103,769570,137915729,0.003698058708268963
SOUTHWEST AIRLS CO,844741108,2724307,53649213,0.01309126814370115
STORE CAP CORP,862121100,618053,18621674,0.0029699654077234784
SUNCOR ENERGY INC NEW,867224107,335219,10758000,0.0016108470212290156
SYNCHRONY FINL,87165B103,721240,20803000,0.003465815796811085
TEVA PHARMACEUTICAL INDS LTD,881624209,399191,43249295,0.0019182553293561283
TORCHMARK CORP,891027104,568405,6353727,0.0027313890355310367
TRAVELERS COMPANIES INC,89417E109,890899,5958391,0.004281087886921412
US BANCORP DEL,902973304,6940884,132459618,0.03335342661393338
UNITED CONTL HLDGS INC,910047109,1920728,21938642,0.009229784043837504
UNITED PARCEL SERVICE INC,911312106,6134,59400,2.9476060808661746e-05
VERISIGN INC,92343E102,2709196,12952745,0.013018654391682942
VISA INC,92826C839,1833115,10562460,0.008808772287132373
WELLS FARGO & CO NEW,949746101,19391913,409803773,0.0931850679465729
AXALTA COATING SYS LTD,G0750C108,722339,24264000,0.003471096884327994
LIBERTY GLOBAL PLC,G5480U104,534159,19791000,0.0025668247742898515
LIBERTY GLOBAL PLC,G5480U120,194915,7346968,0.0009366361904989083
STONECO LTD,G85158106,419052,14166748,0.0020136945278759898
LIBERTY LATIN AMERICA LTD,G9001E102,46777,2714854,0.00022478019179112657
LIBERTY LATIN AMERICA LTD,G9001E128,22072,1284020,0.00010606384319673656
