Name of Issuer,CUSIP,Value,Shares,Ratio
AMAZON COM INC,023135106,1039786,533300,0.005923800396891995
AMERICAN AIRLS GROUP INC,02376R102,510871,41909000,0.002910500653558146
AMERICAN EXPRESS CO,025816109,12979391,151610700,0.07394533255613787
APPLE INC,037833100,62340609,245155566,0.3551628165186766
BANK AMER CORP,060505104,19637932,925008600,0.11187993430930787
BANK OF NEW YORK MELLON CORP,064058100,2686487,79765057,0.01530527700588889
BIOGEN INC,09062X103,203440,643022,0.00115902498470234
CHARTER COMMUNICATIONS INC N,16119P108,2367684,5426609,0.01348901352673995
COCA COLA CO,191216100,17700001,400000000,0.1008392813028726
COSTCO WHSL CORP NEW,22160K105,1235572,4333363,0.007039219516312621
DAVITA HEALTHCARE PARTNERS I,23918K108,2897549,38095570,0.01650772554757806
DELTA AIR LINES INC DEL,247361702,2050935,71886963,0.011684451961268648
GENERAL MTRS CO,37045V100,1551872,74681000,0.008841223068521382
GLOBE LIFE INC,37959E102,457278,6353727,0.0026051741395729288
GOLDMAN SACHS GROUP INC,38141G104,296841,1920180,0.001691143017518813
JPMORGAN CHASE & CO,46625H100,5196030,57714433,0.029602480295236433
JOHNSON & JOHNSON,478160104,42893,327100,0.0002443671778845727
KRAFT HEINZ CO,500754106,8056205,325634818,0.04589728114866258
KROGER CO,501044101,570475,18940079,0.0032500726413098083
LIBERTY MEDIA CORP DELAWARE,531229409,470925,14860360,0.002682922930205218
LIBERTY MEDIA CORP DELAWARE,531229607,975508,30850985,0.005557600003819359
M & T BK CORP,55261F104,556665,5382040,0.0031713952178004726
MASTERCARD INC,57636Q104,1192040,4934756,0.0067912118696646555
MONDELEZ INTL INC,609207105,28946,578000,0.00016490924698777987
MOODYS CORP,615369105,5217658,24669778,0.029725697914038746
OCCIDENTAL PETE CORP,674599105,219245,18933054,0.0012490681909706279
PNC FINL SVCS GROUP INC,693475105,880431,9197984,0.005015933574058523
PROCTER & GAMBLE CO,742718109,34694,315400,0.0001976563744556773
RH,74967X103,171638,1708348,0.0009778447223964817
RESTAURANT BRANDS INTL INC,76131D103,337782,8438225,0.0019243893894156795
SPDR S&P 500 ETF TR,78462F103,10155,39400,5.7854397953461774e-05
SIRIUS XM HLDGS INC,82968B103,654149,132418729,0.0037267746496168455
SOUTHWEST AIRLS CO,844741108,1910218,53642713,0.010882768325934598
STORE CAP CORP,862121100,337425,18621674,0.0019223555125009197
SUNCOR ENERGY INC NEW,867224107,236195,14949031,0.0013456346159151063
SYNCHRONY FINL,87165B103,323860,20128000,0.001845073886874262
TEVA PHARMACEUTICAL INDS LTD,881624209,384248,42789295,0.0021891124278504955
US BANCORP DEL,902973304,4563233,132459618,0.025997350855378555
UNITED CONTL HLDGS INC,910047109,699073,22157608,0.003982712707092111
UNITED PARCEL SERVICE INC,911312106,5549,59400,3.161339775910974e-05
VANGUARD INDEX FDS,922908363,10183,43000,5.801391771148215e-05
VERISIGN INC,92343E102,2307964,12815613,0.013148780671419346
VISA INC,92826C839,1701823,10562460,0.009695514041196866
WELLS FARGO & CO NEW,949746101,9276210,323212918,0.05284781337665009
AXALTA COATING SYS LTD,G0750C108,415689,24070000,0.0023682360247047336
LIBERTY GLOBAL PLC,G5480U104,318808,19310000,0.0018162919648200139
LIBERTY GLOBAL PLC,G5480U120,115421,7346968,0.0006575689282310696
STONECO LTD,G85158106,308410,14166748,0.0017570531632523038
LIBERTY LATIN AMERICA LTD,G9001E102,27676,2630792,0.00015767388653471277
LIBERTY LATIN AMERICA LTD,G9001E128,13174,1284020,7.505404614858744e-05
