Name of Issuer,CUSIP,Value,Shares
AIR PRODS & CHEMS INC,009158106,2675079,20549076
ALLERGAN INC,018490102,5145867,28878538
BURGER KING WORLDWIDE INC,121220107,1138584,38387865
CANADIAN PAC RY LTD,13645T100,2892316,13940890
HOWARD HUGHES CORP,44267D107,535203,3568017
PLATFORM SPECIALTY PRODS COR,72766Q105,834000,33333330
ZOETIS INC,98978V103,204587,5536862
