Name of Issuer,CUSIP,Value,Shares
AUTOMATIC DATA PROCESSING IN,053015103,961846,8798442
CHIPOTLE MEXICAN GRILL INC,169656105,887309,2882463
HOWARD HUGHES CORP,44267D107,554806,4704534
MONDELEZ INTL INC,609207105,566290,13927445
PLATFORM SPECIALTY PRODS COR,72766Q105,451034,40451506
RESTAURANT BRANDS INTL INC,76131D103,1692867,26500729
