Name of Issuer,CUSIP,Value,Shares
AUTOMATIC DATA PROCESSING IN,053015103,643676,4029526
CHIPOTLE MEXICAN GRILL INC,169656105,1323102,1862710
HILTON WORLDWIDE HLDGS INC,43300A203,911405,10966251
HOWARD HUGHES CORP,44267D107,131427,1194793
LOWES COS INC,548661107,1019717,9315033
RESTAURANT BRANDS INTL INC,76131D103,1194293,18342703
STARBUCKS CORP,855244109,742958,9994049
UNITED TECHNOLOGIES CORP,913017109,750037,5819203
