Name of Issuer,CUSIP,Value,Shares
BERKSHIRE HATHAWAY INC DEL,084670702,835324,4015594
CHIPOTLE MEXICAN GRILL INC,169656105,1449231,1724310
HILTON WORLDWIDE HLDGS INC,43300A203,982944,10556805
HOWARD HUGHES CORP,44267D107,154845,1194793
LOWES COS INC,548661107,947109,8613212
RESTAURANT BRANDS INTL INC,76131D103,1073097,15084304
STARBUCKS CORP,855244109,823534,9313890
