Name of Issuer,CUSIP,Value,Shares
AIR PRODS & CHEMS INC,009158106,2643022,20549076
ALLERGAN INC,018490102,4886826,28878538
BURGER KING WORLDWIDE INC,121220107,1044918,38387865
CANADIAN PAC RY LTD,13645T100,2524784,13938302
HOWARD HUGHES CORP,44267D107,563140,3568017
PLATFORM SPECIALTY PRODS COR,72766Q105,934333,33333330
