Name of Issuer,CUSIP,Value,Shares
ALIBABA GROUP HLDG LTD,01609W102,119149,552383
ALPHABET INC,02079K305,61128,43107
ALPHABET INC,02079K107,60758,42981
AMAZON COM INC,023135106,166798,60460
APPLE INC,037833100,182781,501044
ARCOS DORADOS HOLDINGS INC,G0457F107,12823,3060500
BERKSHIRE HATHAWAY INC DEL,084670702,7124785,39912525
CANADIAN NATL RY CO,136375102,1516927,17126874
CATERPILLAR INC DEL,149123101,1424498,11260857
COCA-COLA FEMSA SAB DE CV,191241108,272515,6214719
CROWN CASTLE INTL CORP NEW,22822V101,892461,5332900
ECOLAB INC,278865100,868700,4366426
FEDEX CORP,31428X106,424165,3024999
GRUPO TELEVISA SA,40049J206,88447,16879104
LIBERTY GLOBAL PLC,G5480U104,46333,2119515
LIBERTY GLOBAL PLC,G5480U120,78282,3639349
LIBERTY LATIN AMERICA LTD,G9001E102,3601,370424
LIBERTY LATIN AMERICA LTD,G9001E128,6004,636044
SCHRODINGER INC,80810D103,639311,6981664
TWITTER INC,90184L102,8115,272420
UNITED PARCEL SERVICE INC,911312106,503126,4525329
WALMART INC,931142103,1389807,11603000
WASTE MGMT INC DEL,94106L109,1973492,18633672
