Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,22280,3060500
BERKSHIRE HATHAWAY INC DEL,084670702,10035825,47078974
CANADIAN NATL RY CO,136375102,1583893,17126874
CATERPILLAR INC DEL,149123101,1534742,11260857
COCA COLA FEMSA S A B DE C V,191241108,386183,6214719
CROWN CASTLE INTL CORP NEW,22822V101,695144,5332900
ECOLAB INC,278865100,862107,4366426
FEDEX CORP,31428X106,496675,3024999
GRUPO TELEVISA SA,40049J206,142460,16879104
LIBERTY GLOBAL PLC,G5480U104,57206,2119515
LIBERTY GLOBAL PLC,G5480U120,96552,3639349
LIBERTY LATIN AMERICA LTD,G9001E102,6382,370424
LIBERTY LATIN AMERICA LTD,G9001E128,10934,636044
UNITED PARCEL SERVICE INC,911312106,467331,4525329
WALMART INC,931142103,1282015,11603000
WASTE MGMT INC DEL,94106L109,2149767,18633672
