Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,30850,3060500
AUTONATION INC,05329W102,101069,1898716
BERKSHIRE HATHAWAY INC DEL,084670702,9627664,77039804
BP PLC,055622104,351864,7315267
CANADIAN NATL RY CO,136375102,962873,17126874
CATERPILLAR INC,149123101,1118991,11260857
COCA COLA CO,191216100,1314517,34002000
COCA COLA FEMSA SAB,191241108,655777,6214719
CROWN CASTLE INTL CORP,228227104,393461,5332900
ECOLAB INC,278865100,471530,4366425
EXXON MOBIL CORP,30231G102,795492,8143858
FEDEX CORP,31428X106,400994,3024999
GRUPO TELEVISA SA,40049J206,561905,16879103
LIBERTY GLOBAL PLC,G5480U104,88172,2119515
LIBERTY GLOBAL PLC,G5480U120,143809,3532529
MCDONALDS CORP,580135101,1065831,10872500
REPUBLIC SVCS INC,760759100,46116,1350000
THAI FUND INC,882904105,2970,274254
WAL-MART STORES INC,931142103,886817,11603000
WASTE MGMT INC DEL,94106L109,783919,18633672
