Name of Issuer,CUSIP,Value,Shares
ALIBABA GROUP HLDG LTD,01609W102,107427,552383
ALPHABET INC,02079K305,50088,43107
ALPHABET INC,02079K107,49979,42981
AMAZON COM INC,023135106,117880,60460
APPLE INC,037833100,127410,501044
ARCOS DORADOS HOLDINGS INC,G0457F107,10222,3060500
BERKSHIRE HATHAWAY INC DEL,084670702,8211357,44912525
CANADIAN NATL RY CO,136375102,1329559,17126874
CATERPILLAR INC DEL,149123101,1306710,11260857
COCA COLA FEMSA S A B DE C V,191241108,250018,6214719
CROWN CASTLE INTL CORP NEW,22822V101,770071,5332900
ECOLAB INC,278865100,680420,4366426
FEDEX CORP,31428X106,366811,3024999
GRUPO TELEVISA SA,40049J206,97899,16879104
LIBERTY GLOBAL PLC,G5480U104,34993,2119515
LIBERTY GLOBAL PLC,G5480U120,57174,3639349
LIBERTY LATIN AMERICA LTD,G9001E102,3897,370424
LIBERTY LATIN AMERICA LTD,G9001E128,6526,636044
SCHRODINGER INC,80810D103,301049,6981665
TWITTER INC,90184L102,6691,272420
UNITED PARCEL SERVICE INC,911312106,422756,4525329
WALMART INC,931142103,1318333,11603000
WASTE MGMT INC DEL,94106L109,1724733,18633672
