Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,24637,3060500
AUTONATION INC,05329W102,80297,1898717
BERKSHIRE HATHAWAY INC DEL,084670702,10725853,64349971
CANADIAN NATL RY CO,136375102,1266190,17126874
CATERPILLAR INC DEL,149123101,1044557,11260857
COCA COLA FEMSA S A B DE C V,191241108,445595,6214719
CROWN CASTLE INTL CORP NEW,22822V101,503692,5332900
ECOLAB INC,278865100,547288,4366426
FEDEX CORP,31428X106,590329,3024999
GRUPO TELEVISA SA,40049J206,437844,16879104
LIBERTY GLOBAL PLC,G5480U104,76027,2119515
LIBERTY GLOBAL PLC,G5480U120,127523,3639349
LIBERTY GLOBAL PLC,G5480U138,8238,370424
LIBERTY GLOBAL PLC,G5480U153,14654,636044
UNITED PARCEL SERVICE INC,911312106,485568,4525329
WAL-MART STORES INC,931142103,836344,11603000
WALGREENS BOOTS ALLIANCE INC,931427108,288632,3475398
WASTE MGMT INC DEL,94106L109,1358767,18633672
