Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,16527,3060500
AUTONATION INC,05329W102,92373,1898717
BERKSHIRE HATHAWAY INC DEL,084670702,11302658,69349971
CANADIAN NATL RY CO,136375102,1154351,17126874
CATERPILLAR INC DEL,149123101,1044332,11260857
COCA COLA FEMSA S A B DE C V,191241108,394883,6214719
CROWN CASTLE INTL CORP NEW,22822V101,462736,5332900
ECOLAB INC,278865100,511832,4366426
FEDEX CORP,31428X106,563255,3024999
GRUPO TELEVISA SA,40049J206,352604,16879104
LIBERTY GLOBAL PLC,G5480U104,64836,2119515
LIBERTY GLOBAL PLC,G5480U120,108089,3639349
LIBERTY GLOBAL PLC,G5480U138,8135,370424
LIBERTY GLOBAL PLC,G5480U153,13465,636044
UNITED PARCEL SERVICE INC,911312106,518784,4525329
WAL-MART STORES INC,931142103,801999,11603000
WALGREENS BOOTS ALLIANCE INC,931427108,287624,3475398
WASTE MGMT INC DEL,94106L109,1321314,18633672
