Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,11477,3060500
AUTONATION INC,05329W102,88632,1898717
BERKSHIRE HATHAWAY INC DEL,084670702,9843854,69381548
CANADIAN NATL RY CO,136375102,1069745,17126874
CATERPILLAR INC DEL,149123101,861906,11260857
COCA COLA FEMSA SAB DE CV,191241108,516132,6214719
CROWN CASTLE INTL CORP NEW,22822V101,461296,5332900
ECOLAB INC,278865100,486944,4366426
FEDEX CORP,31428X106,492228,3024999
GRUPO TELEVISA SA,40049J206,463500,16879104
LIBERTY GLOBAL PLC,G5480U104,81601,2119515
LIBERTY GLOBAL PLC,G5480U120,136694,3639349
LIBERTY GLOBAL PLC,G5480U138,3715,105975
LIBERTY GLOBAL PLC,G5480U153,6893,181967
UNITED PARCEL SERVICE INC,911312106,477286,4525329
WALGREENS BOOTS ALLIANCE INC,931427108,292768,3475398
WAL-MART STORES INC,931142103,794689,11603000
WASTE MGMT INC DEL,94106L109,1099387,18633672
