Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,9518,3060500
AUTONATION INC,05329W102,113277,1898716
BERKSHIRE HATHAWAY INC DEL,084670702,9821340,74381548
CANADIAN NATL RY CO,136375102,957050,17126874
CATERPILLAR INC DEL,149123101,765288,11260857
COCA COLA FEMSA SAB DE CV,191241108,440064,6214719
CROWN CASTLE INTL CORP NEW,22822V101,461029,5332900
ECOLAB INC,278865100,499432,4366425
FEDEX CORP,31428X106,450695,3024999
GRUPO TELEVISA SA,40049J206,459280,16879103
LIBERTY GLOBAL PLC,G5480U104,89783,2119515
LIBERTY GLOBAL PLC,G5480U120,148376,3639349
LIBERTY GLOBAL PLC,G5480U138,4384,105975
LIBERTY GLOBAL PLC,G5480U153,7825,181967
UNITED PARCEL SERVICE INC,911312106,435472,4525329
WALGREENS BOOTS ALLIANCE INC,931427108,295948,3475398
WAL-MART STORES INC,931142103,711264,11603000
WASTE MGMT INC DEL,94106L109,994479,18633672
