Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,24178,3060500
AUTONATION INC,05329W102,67784,1898717
BERKSHIRE HATHAWAY INC DEL,084670702,11654385,57078974
CANADIAN NATL RY CO,136375102,1269273,17126874
CATERPILLAR INC DEL,149123101,1430917,11260857
COCA COLA FEMSA S A B DE C V,191241108,378104,6214719
CROWN CASTLE INTL CORP NEW,22822V101,579313,5332900
ECOLAB INC,278865100,643393,4366426
FEDEX CORP,31428X106,488023,3024999
GRUPO TELEVISA SA,40049J206,212339,16879104
LIBERTY GLOBAL PLC,G5480U104,45230,2119515
LIBERTY GLOBAL PLC,G5480U120,75116,3639349
LIBERTY LATIN AMERICA LTD,G9001E102,5364,370424
LIBERTY LATIN AMERICA LTD,G9001E128,9267,636044
MICROSOFT CORP,594918104,1625120,16000000
UNITED PARCEL SERVICE INC,911312106,441355,4525329
WALMART INC,931142103,1080819,11603000
WALGREENS BOOTS ALLIANCE INC,931427108,237474,3475398
WASTE MGMT INC DEL,94106L109,1658210,18633672
