Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,30758,3060500
AUTONATION INC,05329W102,90113,1898717
BERKSHIRE HATHAWAY INC DEL,084670702,12570247,68569972
CANADIAN NATL RY CO,136375102,1418962,17126874
CATERPILLAR INC DEL,149123101,1404341,11260857
COCA COLA FEMSA S A B DE C V,191241108,479341,6214719
CROWN CASTLE INTL CORP NEW,22822V101,533183,5332900
ECOLAB INC,278865100,561566,4366426
FEDEX CORP,31428X106,682379,3024999
GRUPO TELEVISA SA,40049J206,416407,16879104
LIBERTY GLOBAL PLC,G5480U104,71873,2119515
LIBERTY GLOBAL PLC,G5480U120,119007,3639349
LIBERTY GLOBAL PLC,G5480U138,8801,370424
LIBERTY GLOBAL PLC,G5480U153,14820,636044
MICROSOFT CORP,594918104,4171440,56000000
UNITED PARCEL SERVICE INC,911312106,543447,4525329
WALGREENS BOOTS ALLIANCE INC,931427108,268370,3475398
WAL-MART STORES INC,931142103,906658,11603000
WASTE MGMT INC DEL,94106L109,1458458,18633672
