Name of Issuer,CUSIP,Value,Shares
ARCOS DORADOS HOLDINGS INC,G0457F107,22801,3060500
AUTONATION INC,05329W102,80050,1898717
BERKSHIRE HATHAWAY INC DEL,084670702,10052105,59349971
CANADIAN NATL RY CO,136375102,1388133,17126874
CATERPILLAR INC DEL,149123101,1210092,11260857
COCA COLA FEMSA S A B DE C V,191241108,526200,6214719
CROWN CASTLE INTL CORP NEW,22822V101,534250,5332900
ECOLAB INC,278865100,579643,4366426
FEDEX CORP,31428X106,657423,3024999
GRUPO TELEVISA SA,40049J206,411344,16879104
LIBERTY GLOBAL PLC,G5480U120,113475,3639349
LIBERTY GLOBAL PLC,G5480U104,68079,2119515
LIBERTY GLOBAL PLC,G5480U138,8064,370424
LIBERTY GLOBAL PLC,G5480U153,13618,636044
MICROSOFT CORP,594918104,4411520,64000000
UNITED PARCEL SERVICE INC,911312106,500456,4525329
WAL-MART STORES INC,931142103,878115,11603000
WALGREENS BOOTS ALLIANCE INC,931427108,272158,3475398
WASTE MGMT INC DEL,94106L109,1366780,18633672
