Name of Issuer,CUSIP,Value,Shares
ALPHABET INC,02079K107,11659,15000
COTY INC,222070203,12925,550000
GORES HLDGS INC,382866101,3240,300000
HCA HOLDINGS INC,40412C101,7563,100000
