Name of Issuer,CUSIP,Value,Shares
ALIBABA GROUP HLDG LTD,01609W102,8473,50000
ALPHABET INC,02079K107,9728,9000
CARDINAL HEALTH INC,14149Y108,9420,200000
CLEVELAND CLIFFS INC,185899101,11737,1100000
DISNEY WALT CO,254687106,8378,60000
FEDEX CORP,31428X106,9851,60000
GREENSKY INC,39572G100,7374,600000
SPORTSMANS WHSE HLDGS INC,84920Y106,6037,1597011
TAILORED BRANDS INC,87403A107,10675,1850000
WESTERN DIGITAL CORP,958102105,11888,250000
