Name of Issuer,CUSIP,Value,Shares
AMERICAN AIRLS GROUP INC,02376R102,857267,20742000
AMERICAN AIRLS GROUP INC,02376R102,942442,22802854
AMERICAN AIRLS GROUP INC,02376R102,6412,155146
AMERICAN EXPRESS CO,025816109,207884,1952142
AMERICAN EXPRESS CO,025816109,1834333,17225400
AMERICAN EXPRESS CO,025816109,89434,839832
AMERICAN EXPRESS CO,025816109,219061,2057100
AMERICAN EXPRESS CO,025816109,851349,7994634
AMERICAN EXPRESS CO,025816109,12793909,120141879
AMERICAN EXPRESS CO,025816109,149055,1399713
APPLE INC,037833100,800870,3547753
APPLE INC,037833100,216710,960000
APPLE INC,037833100,1369113,6065000
APPLE INC,037833100,3985891,17657000
APPLE INC,037833100,153729,681000
APPLE INC,037833100,3473179,15385747
APPLE INC,037833100,685798,3038000
APPLE INC,037833100,3079094,13640000
APPLE INC,037833100,42864026,189882279
APPLE INC,037833100,153052,678000
APPLE INC,037833100,213099,944000
BANK AMER CORP,060505104,181474,6160000
BANK AMER CORP,060505104,350574,11900000
BANK AMER CORP,060505104,244739,8307500
BANK AMER CORP,060505104,4124400,140000000
BANK AMER CORP,060505104,902301,30628000
BANK AMER CORP,060505104,61866,2100000
BANK AMER CORP,060505104,9185039,311780000
BANK AMER CORP,060505104,353491,11999000
BANK AMER CORP,060505104,508922,17275000
BANK AMER CORP,060505104,8817351,299299100
BANK AMER CORP,060505104,824880,28000000
BANK AMER CORP,060505104,288708,9800000
BANK OF NEW YORK MELLON CORP,064058100,382999,7511249
BANK OF NEW YORK MELLON CORP,064058100,109527,2148000
BANK OF NEW YORK MELLON CORP,064058100,91472,1793915
BANK OF NEW YORK MELLON CORP,064058100,23302,457000
BANK OF NEW YORK MELLON CORP,064058100,39568,776000
BANK OF NEW YORK MELLON CORP,064058100,330945,6490384
BANK OF NEW YORK MELLON CORP,064058100,373196,7319000
BANK OF NEW YORK MELLON CORP,064058100,196539,3854463
