Name of Issuer,CUSIP,Value,Shares
LIBERTY MEDIA CORP DELAWARE,531229102,36636,933391
LIBERTY MEDIA CORP DELAWARE,531229102,4735,120629
LIBERTY MEDIA CORP DELAWARE,531229300,119381,3135000
LIBERTY MEDIA CORP DELAWARE,531229300,439141,11532074
LIBERTY MEDIA CORP DELAWARE,531229300,19370,508654
LIBERTY MEDIA CORP DELAWARE,531229300,8017,210529
M & T BK CORP,55261F104,66164,546000
M & T BK CORP,55261F104,19970,164795
M & T BK CORP,55261F104,566061,4671245
MASTERCARD INC,57636Q104,509169,5229756
MEDIA GEN INC NEW,58441K100,56062,3471309
MONDELEZ INTL INC,609207105,25918,578000
MOODYS CORP,615369105,1201464,11973928
MOODYS CORP,615369105,1273902,12695850
NOW INC,67011P100,10436,659694
NOW INC,67011P100,18444,1165875
PHILLIPS 66,718546104,499144,6102000
PHILLIPS 66,718546104,9980,122000
PHILLIPS 66,718546104,4416949,53996926
PHILLIPS 66,718546104,103559,1266000
PRECISION CASTPARTS CORP,740189105,349334,1505683
PRECISION CASTPARTS CORP,740189105,625292,2695109
PROCTER & GAMBLE CO,742718109,25046,315400
PROCTER & GAMBLE CO,742718109,1610435,20280000
PROCTER & GAMBLE CO,742718109,123880,1560000
PROCTER & GAMBLE CO,742718109,495518,6240000
PROCTER & GAMBLE CO,742718109,495518,6240000
PROCTER & GAMBLE CO,742718109,1379961,17377678
PROCTER & GAMBLE CO,742718109,61940,780000
RESTAURANT BRANDS INTL INC,76131D103,315252,8438225
SANOFI,80105N105,17973,421400
SANOFI,80105N105,21740,509742
SANOFI,80105N105,7221,169300
SANOFI,80105N105,119652,2805433
SUNCOR ENERGY INC NEW,867224107,224992,8720619
SUNCOR ENERGY INC NEW,867224107,461717,17896025
SUNCOR ENERGY INC NEW,867224107,87291,3383356
TORCHMARK CORP,891027104,9974,174489
TORCHMARK CORP,891027104,57840,1011888
TORCHMARK CORP,891027104,82272,1439325
TORCHMARK CORP,891027104,213094,3728025
TWENTY FIRST CENTY FOX INC,90130A101,125829,4632867
TWENTY FIRST CENTY FOX INC,90130A101,117304,4319002
US BANCORP DEL,902973304,25187,590275
US BANCORP DEL,902973304,130997,3070000
US BANCORP DEL,902973304,1016882,23831300
US BANCORP DEL,902973304,50137,1175000
US BANCORP DEL,902973304,541026,12679300
US BANCORP DEL,902973304,179419,4204800
US BANCORP DEL,902973304,130144,3050000
US BANCORP DEL,902973304,1481395,34717492
US BANCORP DEL,902973304,74459,1745000
U S G CORP,903293405,340912,14035088
U S G CORP,903293405,606447,24966928
UNITED PARCEL SERVICE INC,911312106,5716,59400
VERISIGN INC,92343E102,440929,5047264
VERISIGN INC,92343E102,693441,7937736
VERIZON COMMUNICATIONS INC,92343V104,623398,13487628
VERIZON COMMUNICATIONS INC,92343V104,69945,1513300
VERISK ANALYTICS INC,92345Y106,120197,1563434
VISA INC,92826C839,766594,9885160
WABCO HLDGS INC,92927K102,172668,1688522
WABCO HLDGS INC,92927K102,167982,1642693
WAL MART STORES INC,931142103,17777,290000
WAL MART STORES INC,931142103,104823,1710000
WAL MART STORES INC,931142103,1808,29500
WAL MART STORES INC,931142103,95005,1549840
WAL MART STORES INC,931142103,15693,256000
WAL MART STORES INC,931142103,61637,1005500
WAL MART STORES INC,931142103,109666,1789000
WAL MART STORES INC,931142103,281244,4588000
WAL MART STORES INC,931142103,2692385,43921453
WAL MART STORES INC,931142103,32796,535000
WAL MART STORES INC,931142103,31324,511000
WELLS FARGO & CO NEW,949746101,406367,7475470
WELLS FARGO & CO NEW,949746101,894222,16450000
WELLS FARGO & CO NEW,949746101,288298,5303500
WELLS FARGO & CO NEW,949746101,370347,6812857
WELLS FARGO & CO NEW,949746101,4079599,75047819
WELLS FARGO & CO NEW,949746101,44575,820000
WELLS FARGO & CO NEW,949746101,92412,1700000
WELLS FARGO & CO NEW,949746101,1970833,36255200
WELLS FARGO & CO NEW,949746101,558114,10267000
WELLS FARGO & CO NEW,949746101,3112233,57252270
WELLS FARGO & CO NEW,949746101,13853474,254846834
WELLS FARGO & CO NEW,949746101,151556,2788000
WELLS FARGO & CO NEW,949746101,87504,1609720
WELLS FARGO & CO NEW,949746101,167190,3075600
AXALTA COATING SYS LTD,G0750C108,88585,3324000
AXALTA COATING SYS LTD,G0750C108,533000,20000000
LIBERTY GLOBAL PLC,G5480U104,146440,3457025
LIBERTY GLOBAL PLC,G5480U104,384937,9087271
LIBERTY GLOBAL PLC,G5480U120,299536,7346968
LIBERTY GLOBAL PLC,G5480U138,6032,145801
LIBERTY GLOBAL PLC,G5480U138,15362,371338
LIBERTY GLOBAL PLC,G5480U153,15796,367348
