Name of Issuer,CUSIP,Value,Shares
JPMORGAN CHASE & CO,46625H100,25480,216500
JPMORGAN CHASE & CO,46625H100,32247,274000
JPMORGAN CHASE & CO,46625H100,204192,1735000
JPMORGAN CHASE & CO,46625H100,6178293,52496332
JPMORGAN CHASE & CO,46625H100,241382,2051000
JOHNSON & JOHNSON,478160104,42320,327100
KRAFT HEINZ CO,500754106,9096609,325634818
LIBERTY MEDIA CORP DELAWARE,531229409,179088,4308117
LIBERTY MEDIA CORP DELAWARE,531229409,323904,7791780
LIBERTY MEDIA CORP DELAWARE,531229409,38801,933391
LIBERTY MEDIA CORP DELAWARE,531229409,75951,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,300141,7153027
LIBERTY MEDIA CORP DELAWARE,531229607,812342,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,21343,508654
LIBERTY MEDIA CORP DELAWARE,531229607,170752,4069394
M & T BK CORP,55261F104,86252,546000
M & T BK CORP,55261F104,26033,164795
M & T BK CORP,55261F104,737917,4671245
MASTERCARD INC,57636Q104,1340132,4934756
MONDELEZ INTL INC,609207105,31975,578000
MOODYS CORP,615369105,2452620,11973928
MOODYS CORP,615369105,2600491,12695850
OCCIDENTAL PETE CORP,674599105,55276,1243000
OCCIDENTAL PETE CORP,674599105,51896,1167000
OCCIDENTAL PETE CORP,674599105,135967,3057508
OCCIDENTAL PETE CORP,674599105,88940,2000000
PNC FINL SVCS GROUP INC,693475105,193323,1379300
PNC FINL SVCS GROUP INC,693475105,29784,212500
PNC FINL SVCS GROUP INC,693475105,244229,1742500
PNC FINL SVCS GROUP INC,693475105,735665,5248754
PNC FINL SVCS GROUP INC,693475105,12334,88000
PHILLIPS 66,718546104,530702,5182637
PROCTER & GAMBLE CO,742718109,39229,315400
RH,74967X103,136664,800000
RH,74967X103,69672,407844
RESTAURANT BRANDS INTL INC,76131D103,600295,8438225
SIRIUS XM HLDGS INC,82968B103,574883,91907788
SIRIUS XM HLDGS INC,82968B103,277521,44367941
SOUTHWEST AIRLS CO,844741108,375721,6956500
SOUTHWEST AIRLS CO,844741108,55887,1034747
SOUTHWEST AIRLS CO,844741108,471,8722
SOUTHWEST AIRLS CO,844741108,2465516,45649244
STORE CAP CORP,862121100,696637,18621674
SUNCOR ENERGY INC NEW,867224107,339738,10758000
SYNCHRONY FINL,87165B103,595314,17463000
SYNCHRONY FINL,87165B103,113861,3340000
TEVA PHARMACEUTICAL INDS LTD,881624209,153321,22285000
TEVA PHARMACEUTICAL INDS LTD,881624209,18642,2709585
TEVA PHARMACEUTICAL INDS LTD,881624209,125592,18254710
TRAVELERS COMPANIES INC,89417E109,235079,1581000
TRAVELERS COMPANIES INC,89417E109,231213,1555000
TRAVELERS COMPANIES INC,89417E109,419661,2822391
US BANCORP DEL,902973304,32666,590275
US BANCORP DEL,902973304,213059,3850000
US BANCORP DEL,902973304,267873,4840500
US BANCORP DEL,902973304,1345166,24307300
US BANCORP DEL,902973304,65025,1175000
US BANCORP DEL,902973304,701672,12679300
US BANCORP DEL,902973304,232694,4204800
US BANCORP DEL,902973304,209683,3789000
US BANCORP DEL,902973304,4165909,75278443
US BANCORP DEL,902973304,96568,1745000
UNITED CONTL HLDGS INC,910047109,501181,5668831
UNITED CONTL HLDGS INC,910047109,1438414,16269811
UNITED PARCEL SERVICE INC,911312106,7117,59400
VERISIGN INC,92343E102,952065,5047264
VERISIGN INC,92343E102,1491211,7905481
VISA INC,92826C839,55611,323300
VISA INC,92826C839,1761238,10239160
WELLS FARGO & CO NEW,949746101,90792,1800000
WELLS FARGO & CO NEW,949746101,22698,450000
WELLS FARGO & CO NEW,949746101,267509,5303500
WELLS FARGO & CO NEW,949746101,343641,6812857
WELLS FARGO & CO NEW,949746101,3337662,66170937
WELLS FARGO & CO NEW,949746101,41361,820000
WELLS FARGO & CO NEW,949746101,85748,1700000
WELLS FARGO & CO NEW,949746101,1373981,27239900
WELLS FARGO & CO NEW,949746101,517867,10267000
WELLS FARGO & CO NEW,949746101,2248284,44573430
WELLS FARGO & CO NEW,949746101,10432691,206833674
WELLS FARGO & CO NEW,949746101,140627,2788000
WELLS FARGO & CO NEW,949746101,81194,1609720
WELLS FARGO & CO NEW,949746101,100880,2000000
AXALTA COATING SYS LTD,G0750C108,100219,3324000
AXALTA COATING SYS LTD,G0750C108,619491,20546957
AXALTA COATING SYS LTD,G0750C108,11850,393043
LIBERTY GLOBAL PLC,G5480U104,207380,8379000
LIBERTY GLOBAL PLC,G5480U104,276977,11190970
LIBERTY GLOBAL PLC,G5480U104,5470,221030
LIBERTY GLOBAL PLC,G5480U120,174784,7346968
STONECO LTD,G85158106,492719,14166748
LIBERTY LATIN AMERICA LTD,G9001E102,18601,1089669
LIBERTY LATIN AMERICA LTD,G9001E102,27742,1625185
LIBERTY LATIN AMERICA LTD,G9001E128,21950,1284020
