Name of Issuer,CUSIP,Value,Shares
AMAZON COM INC,023135106,735158,423500
AMAZON COM INC,023135106,197547,113800
AMERICAN AIRLS GROUP INC,02376R102,559412,20742000
AMERICAN AIRLS GROUP INC,02376R102,614993,22802854
AMERICAN AIRLS GROUP INC,02376R102,4184,155146
AMERICAN EXPRESS CO,025816109,230899,1952142
AMERICAN EXPRESS CO,025816109,2037420,17225400
AMERICAN EXPRESS CO,025816109,99335,839832
AMERICAN EXPRESS CO,025816109,243314,2057100
AMERICAN EXPRESS CO,025816109,945605,7994634
AMERICAN EXPRESS CO,025816109,14210381,120141879
AMERICAN EXPRESS CO,025816109,165558,1399713
APPLE INC,037833100,159019,710000
APPLE INC,037833100,215011,960000
APPLE INC,037833100,1358378,6065000
APPLE INC,037833100,3954638,17657000
APPLE INC,037833100,152524,681000
APPLE INC,037833100,3445946,15385747
APPLE INC,037833100,680421,3038000
APPLE INC,037833100,3054951,13640000
APPLE INC,037833100,42348232,189079932
APPLE INC,037833100,151852,678000
APPLE INC,037833100,211428,944000
BANK AMER CORP,060505104,179687,6160000
BANK AMER CORP,060505104,347123,11900000
BANK AMER CORP,060505104,242330,8307500
BANK AMER CORP,060505104,4083800,140000000
BANK AMER CORP,060505104,893419,30628000
BANK AMER CORP,060505104,61257,2100000
BANK AMER CORP,060505104,9094623,311780000
BANK AMER CORP,060505104,350011,11999000
BANK AMER CORP,060505104,503912,17275000
BANK AMER CORP,060505104,10189055,349299100
BANK AMER CORP,060505104,816760,28000000
BANK AMER CORP,060505104,285866,9800000
BANK OF NEW YORK MELLON CORP,064058100,339584,7511249
BANK OF NEW YORK MELLON CORP,064058100,97111,2148000
BANK OF NEW YORK MELLON CORP,064058100,81103,1793915
BANK OF NEW YORK MELLON CORP,064058100,20661,457000
BANK OF NEW YORK MELLON CORP,064058100,35083,776000
BANK OF NEW YORK MELLON CORP,064058100,293430,6490384
BANK OF NEW YORK MELLON CORP,064058100,330892,7319000
BANK OF NEW YORK MELLON CORP,064058100,174260,3854463
BANK OF NEW YORK MELLON CORP,064058100,2073396,45861457
BANK OF NEW YORK MELLON CORP,064058100,96749,2140000
BANK OF NEW YORK MELLON CORP,064058100,116903,2585782
CHARTER COMMUNICATIONS INC N,16119P108,2236414,5426609
COCA COLA CO,191216100,43552,800000
COCA COLA CO,191216100,4370617,80283200
COCA COLA CO,191216100,99299,1824000
COCA COLA CO,191216100,784546,14411200
COCA COLA CO,191216100,816077,14990400
COCA COLA CO,191216100,15416276,283179200
COCA COLA CO,191216100,193371,3552000
COCA COLA CO,191216100,52262,960000
COSTCO WHSL CORP NEW,22160K105,1248485,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1144373,20052088
DAVITA HEALTHCARE PARTNERS I,23918K108,1056564,18513482
DELTA AIR LINES INC DEL,247361702,402804,6993123
DELTA AIR LINES INC DEL,247361702,3681638,63917333
GENERAL MTRS CO,37045V100,1011735,26994000
GENERAL MTRS CO,37045V100,932773,24887209
GENERAL MTRS CO,37045V100,314920,8402338
GENERAL MTRS CO,37045V100,449241,11986149
GLOBE LIFE INC,37959E102,16709,174489
GLOBE LIFE INC,37959E102,96898,1011888
GLOBE LIFE INC,37959E102,137830,1439325
GLOBE LIFE INC,37959E102,356996,3728025
GOLDMAN SACHS GROUP INC,38141G104,906832,4375968
GOLDMAN SACHS GROUP INC,38141G104,2896592,13977667
JPMORGAN CHASE & CO,46625H100,107451,913000
JPMORGAN CHASE & CO,46625H100,215267,1829100
